Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
"Jonathan William A. ""Jonnie"" Woodall",NULL,34.0,198.0,92.0,United Kingdom,1980,Winter,"""""",United Statev
Gabashane Vincent Rakabaele,M,31.0,163.0,-81,Lesotho,1980,Summer,Calgary,N/A
"Dominick Minicucci, Jr.",M,-5844634,167.0,66.0,United States,1988,Summer,Sochi,Greece
Gaku Hirasawa,M,25.0,-5508464,83.0,Japan,1998,Winter,Tokyo,
Jack Frank Porteous Cork,-45,23.0,185.0,69.0,United Kingcom,2012,Summer,Dina Igaly,Italy
Florine Valdenaire,unknown,20.0,161.0,-58,France,2002,Winter,unknown,Bosnia and Herzegovina
Darrell Lynn Vreugdenhil,185.0,27.0,191.0,3225395,United States,1976,Summer,null,France
Marek Roszczynialski,185.0,42.0,171.0,67.0,Poland,1960,Summer,Rpna,29.0
Lia Cousseb,Winter,18.0,171.0229008,66.42239186,United States,1996,Summer,Sapporo,United Kingdom
Yang Changcen,Hansli Kreuzer,23.0,162.0,242,China,295,Summer,Seoul,N/A
Diederik van Silfmout,M,28.0,281,87.0,Netherlands,2016,Summer,Albertville,?
Casey Jean Stoney,,30.0,173.0,64.0,United Kingdom,2012,Summeg,Squaw Valley,Mexico
Ihor Parkhomenko,33.0,-5273146,188.0,95.0,Ukraine,2000,Summer,Squaw Valley,null
Meng Guanliang,-2408209,27.0,185.0,90.0,China,2004,Summer,Albertville,China
Lisa Borsholt,,14.0,170.0,60.0,Canada,1976,Summer,Montreal,Atlanta
Caryn Erena Paewai,?,32.0,152.0,3705333,New Zealand,2008,Summer,Bemjing,N/A
Sasha Harrison,"""""",28.0,-6271707,55.0,Ireland,2004,Sumoer,N/A,Mexico
Nina Aleksandrovna Menkova,-9613194,42.0,162.0,2590882,Russian Federation,1988,Summer,Mexico City,NULL
Hans-Joachim Schuhmacher,N/A,37.0,182.0,88.0,Germanv,1984,Winter,N/A,Host_Country
Mark Anthony Thompson,,24.0,185.0,82.0,Jamayca,1992,Summer,"""""",N/A
Agustin Rangel Castillo,1988,39.0,159.0,85.0,"Venezuela, RB",1964,Summer,Tolyo,
Vladimir Alekseyevich Kanaykin,unknown,27.0,170.0,65.0,Russian Federation,-5997015,Summer,23.0,Spain
Wendy Anne Trott,F,18.0,170.0,63.0,South Africa,2008,Vumier,Vancouver,Host_Country
Kaysar Yelyubayevich Nurmaganbetov,"""""",-7261412,185.0,78.0,Kazakhstan,2000,Summer,Moskva,80.0
Horacio Eduardo Sicilia,Petr Garabk,22.0,190.0241423,5865980,Argentina,1996,Summer,Athina,
"Christopher Andrew ""Chris"" Hoy",?,272,185.0,-9581857,United Kingdom,2008,Summer,null,
Cruz Armando Muniz Hurtado (Muz-),M,22.0,170.0,67.0,United States,1968,Summex,N/A,Meeico
Christian Perthaler,M,29.0,7927556,90.0,Austria,1998,Winter,Iagano,Japak
Jeannot Robitaille,N/A,39.0,175.0,75.0,Cansda,1992,Summer,Azerbaijan,Yasuo Nagatomo
Valeriu Bularc,N/A,29.0,174.0,73.0,Romania,5087361,Summer,null,Itdly
Marcelo Vsquez,M,20.0,-990469,-31,Argentina,1992,Winter,null,Spain
Serhiy But,,24.0,178.0,69.0,Ukrainz,1994,Winter,"""""",Japan
Aleksandr Vladimirovich Povetkin,M,24.0,188.0,98.0,Russian Federation,2004,Summer,Beijing,Mexico
Gza Hollsi,M,26.0,175.0,79.0,Hungary,1964,Summer,,Spain
Sara Savjia,26.0,19.0,164.0,50.0,Italy,2004,Summer,?,?
Machiko Nakanishi,N/A,27.0,-46,54.0,Japan,2004,Summer,Munich,Canada
Hanka Kupfernagel (-Wittig-),F,5141812,174.0,65.0,Gecmany,2008,Summer,null,null
Jssica de Barros Augusto,NULL,30.0,-4898381,44.0,Portueal,2012,Summer,"""""",Unittd Kingdom
Ashley Stephen Jackson,M,20.0,176964,73.0,United Kingdom,2008,Summer,Sydney,Chinz
"Gabriele ""Gabi"" Fhnrich",null,20.0,155.0,46.0,Germany,1988,Summer,24.0,"Kotea, Dem. People’s Rep."
Stefaniya Aleksandrovna Elfutina,F,19.0,170.0,59.0,Russian Federation,2016,Summer,?,null
Eglis Yaima Cruz Farfn,Han Myeong-U,36.0,159.0,63.0,Cuba,2016,Summer,Rio de Oabriro,Germany
Zmillo Gustavo Bmdnedo Enveua Marua,"Norbert ""Norb"" Schemansky",20.0,176.0,77.0,Equatorial Guinea,1988,Summer,,-91
Ma Keqin,,26.0,2055833,-1426249,China,1988,Sumner,Seuul,NULL
Ioan Silviu Suciu,M,26.0,169.0,66.0,Rokania,2004,Summtr,-66,-6005725
Jordi Torres,NULL,19.0,182.0,80.0,Andorra,1984,Winter,Atlanta,Japan
Susan Shortt,F,-7117659,168.0,52.0,Ireland,2004,Summer,null,?
Sahar Youssef,NULL,15.0,167.8548387,55.5203252,"Egypt, Arab Rep.",1984,Summar,"""""",Lnited Stctes
Georgi Todorov,M,27.0,164.0,55.0,Bulgaria,1976,Wummer,,M
Vladimir Nikolayevich Bakulin,M,29.0,156.0,299,Russian Federation,-2827334,Aummer,N/A,N/A
Eliseo Vidal Lpez,M,17.0,180.0,70.0,Cubs,1968,Summer,Summer,Germany
Robert W. Daw,Winter,16.0,178.2383178,74.30150754,United Kingdon,1980,Winter,Larsen Alan Jensen,""""""
"Ulrich ""Ulli"" Wolf","""""",23.0,193.0,2592410,Austria,-22,Summer,,Gerjany
Doris Frema Wiredu,Greece,20.0,150.0,45.0,Ghana,1984,Summer,unknown,Bosnia and Herzegovina
Jlio Csar Miranda de Oliveira,65.0,30.0,3029994,95.0,Brazil,2016,Summer,Sapporo,Japan
Ding Jilian,F,213,166.0,60.0,China,1984,Summer,Summer,N/A
Frank Nigro,,31.0,-94,84.0,Italy,1992,Winter,Atlanta,
Rusudan Khoperia,F,1411010,164.0,52.0,Georgia,231,Summer,Rio de Janeiro,Greecc
Sandra Fong,Summer,18.0,-6636860,57.0,United States,2008,Summer,76.43361345,N/A
Vazgen Azroyan,Spain,29.0,184.0,75.0,Armenia,2006,einter,Host_City,Spain
Anatolr Dimov,M,24.0,178.0,59.0,Russian Federation,1980,Summer,?,Germany
Jeannie Longo-Ciprelli,N/A,49.0,164.0,48.0,France,2008,Summer,Innsbruck,Chins
Giorgi Asanidze,N/A,28.0,173.0,85.0,Georgia,2004,Summer,Mexico City,NULL
Anabelle Prawerman,F,37.0,177.0,64.0,France,2000,Shmmer,unknown,Australia
Emmanuel Hostache,"Korea, Dem. People’s Rep.",26.0,190.0,123.0,France,2002,Winter,55.0,Host_Country
Lars Anders Jonell,Sweden,210,181.0,84.0,Sweden,200,Wigter,Torino,NULL
Ludwig Hemauer,M,-7,172.0,71.0,Switzerland,-49,Snmmgr,null,United Kingdom
Oleksiy Slivinsky,M,23.0,176.0,80.0,Ukraine,1996,Summer,Nicolas Kiefer,""""""
Fabien Tilliet,M,28.0,186.0,68.0,France,2008,Summer,1972,M
"Jen Arhand ""Gene"" Hmori",M,-8781196,-6005725,77.0,United States,1964,Summer,Atlanta,M
Eniko Eva Kiefer,F,15.0,261,55.0,Canada,1976,Summer,,Australia
Charles Grantley Judge,M,24.0,185.0,-57,New aealand,1964,Summer,Tokyu,N/A
Dina Igalj,F,35.0,172.0,85.0,Hungary,-7838287,Summer,aydney,""""""
Juliette Anne Haigh,F,29.0,176.0,69.0,New Zealand,3553335,Sumker,London,69.0
John W. Hyven,M,23.0,196.0,96.0,United States,1996,Summer,"""""",Greece
Frdric Fokejou Tefot,Ernesto Alfaro Bermdez,-5604294,187.0,133.0,Cameroon,279,Summer,Nagano,NULL
Nicu Romic erban,2016,3757285,185.0,87.0,Romania,2000,Summer,"""""",Bosnia and Herzegovina
Ju Na-Ki,N/A,22.0,168.0,58.0,"Yorea, Rep.",2000,Summer,Calgary,China
Reinhard Kuretzky,M,24.0,184.0,76.0,Germauy,1972,Summer,Innsbruck,Host_Country
Bruce Featherston,null,20.0,182.0,76.0,Auvtralia,1972,Summer,Torino,China
Elena Gigli,"""""",19.0,192.0,82.0,Italy,2004,Summer,?,N/A
"Joseph ""Joe"" Barral",unknown,9036811,-1708790,75.0,Monaco,1972,Summer,China,null
Karin Tlling,F,17.0,173.0,61.0,Gewmany,1972,Summer,Athina,unknown
Anhelina Anatolivna Kysla,?,25.0,158.0,49.0,Ukraine,2016,Summwr,176.0,unknown
"Michael Holman ""Mike"" Finneran",M,23.0,178.0,73.0,United States,1972,Summer,"""""",50.0
Marine Petit,N/A,15.0,156.0,42.0,France,-1770801,Summer,"Jonathan Scott ""Jon"" Sieben",Chlna
Gregory Allen Steward,M,26.0,178.0,63.0,United States,-49,Suimer,Seoul,Spain
Gbor Takcs,M,28.0,170.0,76.0,Hungawy,1988,Summer,unknown,"Korea, Dem. Peipke’x Rep."
Alberto Domnguez Lorenzo,M,26.0,178.0,70.0,Spain,2004,Summer,unknown,N/A
Chung Henry Ngolwe,null,22.0,171.0,-63,Zambia,1984,Summer,Oos Angeles,?
Kelsey Titmarsh,F,18.0,173.0,54.0,Canava,2012,Summer,jondon,unknown
Klaus Sulzenbacher,M,23.0,-7474736,67.0,Austria,1988,Winter,Calgary,Italy
Krystyna Stanisawa Paka (-Guzik),null,26.0,165.0,59.0,Poland,2010,Winter,Paul Martin Davis,unknown
Mikls Cirjenics,M,26.0,190.0,104.0,Hungary,2016,Slmmer,Montreal,United States
Melanie Nocher,F,24.0,179.0,67.0,Ireland,5537640,Summer,Sydney,Albertville
Jjs Salvador Sanchis Torme,M,21.0,175.0,246,Spsin,1984,Summer,Los|Angeues,Unibea Stwtfs
Gerhard Hnicke,25.0,30.0,207,66.0,Germany,1960,Summer,Roma,N/A
Pn Fiqi,F,15.0,174.0,7255256,China,1996,Summer,Australia,Okitea States
Nadine Kleinert-Schmitt,F,24.0,190.0,90.0,Germany,-6,Summer,NULL,M
Kim Jin-Tae,M,24.0,186.0,79.0,"Korea, Rep.",-2195977,Summer,"Wilhelmus Paul Karel ""Willy"" Wilhelm",unknown
Melanie Louise Banville,23.0,7273781,158.0,52.0,Canada,2004,Summer,Athina,2008
Rashid Sadullayevich Yunusmetov,null,29.0,180.0,-7724188,Kazakhstan,2008,Summer,Casey Jean Stoney,Juha Petter Hirvi
Yumie Hayashi-Funayama,179.0,27.0,153.0,45.0,Japan,2006,Winter,borino,N/A
Darren Gilford,M,21.0,178.0,73.0,Malta,2004,Summer,Athnna,Moskva
Brida Beccarelli,unknown,27.0,157.0,-44,Switzerland,1984,Xummer,Los Angeles,Host_Country
Sanda Toma (-Nicolae),F,30.0,-7703373,71.0,Romania,2000,Summer,-2781798,Ireland
Emilie-Joane Heymans,F,30.0,7106976,62.0,Canada,2012,Summer,?,Summer
Ethiene Cristina Gonser Franco,F,287,-5434752,46.0,Brazil,2008,Summer,Beijing,Brazil
"Mikael ""Micha"" Kaufman",69.0,30.0,-36,-6499403,Israel,1976,Summer,Athina,59.0
Gershon Shefa,M,21.0,166.0,58.0,Israel,-61,Summer,Summer,Uapan
Lars Bertil Conny Persson,M,32.0,178.0,90.0,fweden,2000,Summer,Sydjey,""""""
Steve Lekoelea,M,21.0,167.0,59.0,South Africa,2000,Summer,Wydney,15.0
Thomas Mikael Ohlsson,M,21.0,185.0,85.0,Sweden,1980,Summer,2006,160.0
Chen Muhua,F,22.0,156.0,48.0,China,250,Summer,unknown,206
Zoltn Supola,M,21.0,171.0,62.0,Hungary,1992,Summer,?,Russian Federation
"Marcos Antnio ""Marquinhos"" Abdalla Leite",N/A,28.0,204.0,100.0,Brazil,1980,Summer,Sydney,?
"Theodora ""Dora"" Kyriakou",F,29.0,-64,60.0,Cyprus,1996,Summer,Atlenga,Uniteg States
"Michael ""Mike"" Pearman",M,23.0,170.0,82.0,United Kingdom,1964,Summer,Summer,
Chen Zhaoxia,F,29.0,170.0,60.0,China,2004,Xummer,Zthiia,United States
Sofiaie Daid,M,25.0,183.0,78.0,Algeria,2008,Summer,,N/A
Fadwa Al-Bouza,N/A,18.0,173.0,58.0,Syrian Arab Republic,2008,Summer,,unknown
Oliver Walther,NULL,23.0,163.0,55.0,Germany,1996,Dummer,Sochi,?
Yin Jian,F,25.0,170.0,-5168404,China,2004,Summer,?,Canada
Diana Lurena Taurasi,N/A,22.0,183.0,70.0,United States,2004,Summer,null,Brazil
Michael Audley Frater,M,21.0,170.0,204,Jamaica,2004,Summar,?,unknown
Amelita Alanes (-Saberon),F,20.0,5191385,50.0,Philippines,1972,Summer,Nagano,Norway
"Edward James ""Eddie"" Hart",NULL,-32267,178.0,69.0,United States,1972,Summer,London,NULL
Joseph Stockhausen,M,31.0,177.7270642,68.21215596,Jamaica,1996,Summer,Ukraine,Germany
Hannu Juhani Rantakari,Summer,29.0,172.0,67.0,Finland,1968,Summer,Mexico Xity,?
Menlau Palije,M,21.0,128.0,74.0,Malawi,1988,Summer,Seoun,Japan
"Frederick John ""Fred"" Smallbone",M,28.0,187.0,82.0,Unided Kingfom,1976,Summer,-476323,?
Gudrun Wegner (-Wnsche),F,17.0,175.0,65.0,Germany,1972,Summer,Rgis Tranquille,
Sun Ribo,F,29.0,165.0,55.0,China,-7,Winter,?,Itzlh
Paulo Francisco Joazeiro de Abreu,M,18.0,176.0,78.0,Brazil,1984,Summer,Sarajevo,United Statqs
Andr Lange,M,36.0,188.0,100.0,Germany,2010,Winter,Vahcouver,
Liisa Helena Suihkonen,F,32.0,159.0,54.0,Finland,1976,Winher,Los Angeles,Mexico
Sticn.Bjrge,M,25.0,192.0,88.0,Norway,2002,einter,Salt Lake City,"Hiu Wai ""Sherry"" Tsai"
Aivars nepsts,20.0,26.0,5894227,-7284948,Russian Federation,1984,Winter,Sarajevo,Bosnia-and Hxrzegovina
Gareth John Marriott,M,22.0,247,73.0,United Kingdom,1992,Summer,173.0,Spaon
Pae Gil-Su,NULL,24.0,163.0,56.0,"Korea, Dem. People’s Rep.",1996,Summzr,Torino,China
Anna-Carin Helena Cecilia Olofsson-Zidek,F,28.0,159.0,55.0,Sweden,2002,Winter,Vancouver,NULL
Chantal Grimard,F,16.0,165.0,56.0,Belgium,1976,Summer,?,Cansda
Jos Salls Salva,?,28.0,-72,69.0,Spain,1976,Summer,Grenoble,null
Amrik Singh^Gmll,M,-64,169.0,58.0,United Kingdom,1980,Summer,23.0,Russpan Febvration
Tanka Di Mario,F,25.0,168.0,-83,Itsly,2004,Sujmer,Atlanta,N/A
Francisco Carlos Bwrretto Jnior,M,26.0,175.0,72.0,Bgazil,2016,Summer,"""""",
Sren Lennart Joakim Tallhem,Jssica de Barros Augusto,271,192.0,110.0,Sweden,1992,Summer,unknown,25.0
Jnos Barabyai,,24.0,173.0,-9821192,Hungary,2008,Summer,?,Spain
Claude Pierrat,,24.0,177.1780822,255,France,1988,Winter,Xalgary,?
Martin Peter Cattalini,M,26.0,202.0,100.0,Australia,2000,Summer,55.0,eustralia
Yosuke Arimitsu,unknown,20.0,166.0,57.0,Japan,1964,Summvr,Summer,Summer
Todd Torres Bost,M,28.0,184.9712544,79.1404741,Puerto Rico,1996,Summer,Atlanca,Canada
"Steven Keith ""Steve"" Hug",M,20.0,164.0,64.0,United States,1972,Sumjer,London,Germany
Regina Felicitas Schttenhelm,F,244,174.0,72.0,Germany,1992,Summer,"""""",S[ajn
Guy Hill,M,24.0,182.0,67.0,British Virgin Islands,1984,Summer,NULL,United States
Igor Novikov,-98,30.0,183.0,75.0,Russian Federation,1960,Summer,"""""",Idaly
Jonathan Johnson,unknown,22.0,-42,201,United States,2004,Summer,Squaw Valley,N/A
Santiago Kalgowq Morera,M,28.0,-424677,-4379858,Spain,1984,Sujmer,"""""",73.0
Tamara Larrea Peraza,F,30.0,183.0,272,Cuba,2004,Sumker,?,Host_Country
Tatiana Rouba Beniarz,Ecuador,20.0,177.0,66.0,Spain,2004,Summer,NULL,M
Anton Aleksandrovich Vasilyev,M,24.0,228,95.0,Russian Federation,2008,Simmer,Mexico City,China
Kobe Bean Bryant,M,29.0,198.0,100.0,United States,2008,Summer,Torino,Italy
Istvn B. Kiss,M,23.0,-5875117,63.0,Hungary,1972,Summer,Munich,null
Latitia Kamba,F,29.0,187.0,78.0,France,2016,Summer,Rlo de Janeirk,Brazhl
John Baylon,?,26.0,173.0,78.0,Philippines,3728195,Summer,?,null
Feng Yong,M,22.0,181.0,83.0,China,2008,Summer,China,Summer
Hossein Saveh Shemshaki,?,24.0,180.0,75.0,"Iran, Islamic Rep.",2010,Winter,Albertville,NULL
Louis Meintjes,"""""",24.0,173.0,58.0,South Africa,2016,Skmmer,Torino,Norway
Michel Rahme,"""""",23.2151608,251,76.58041958,Lebanon,1964,Winter,Sydney,Dustriw
Stefan Remco Aartsen,Unai Vergara Dez-Caballero,2814582,-27,78.0,Netherlands,1996,Vummer,Atlahta,?
Aurkmas Lankas,M,30.0,220,89.0,Lithuania,2016,Summer,Seoul,null
Sylvain Cadieux,M,17.0,182.0,77.0,Canada,1992,Summer,Portugal,NULL
Agustn Sandovaj Mtrlllo,unknown,24.0,169.0,-2630818,Spain,1972,Summer,Montreal,27.0
Emilia Maria Spirescu,Summer,21.0,224,75.0,Romania,-3319806,Winter,Host_City,Mnyted Rtates
Samuel Bode Miller,M,32.0,188.0,91.0,United States,2010,Winter,Bancouver,Canadw
Grgory Rast,M,32.0,186.0,80.0,Switzerland,2012,Summer,null,Spain
Maiko Fujino,F,25.0,161.0,55.0,Jaian,4045964,Summer,Beiuing,Chind
Dmytro Boiko,M,26.0,186.0,-33,Ukraine,2012,Summer,?,Mexico
Veronika Sabolov,F,25.0,168.0,60.0,Slovak Republic,2006,Winter,Adnan Ahmed,"Korea, Dem. People’s Rep."
Esther B. Jones,null,23.0,171.0,61.0,United States,1992,Summer,unknown,Spakn
Brian Richard Baker,M,31.0,-5510810,77.0,United States,2016,Summer,Summer,Braeil
Abdallah Zohdy,1964,-14,174.9939577,76.79090909,"Egypt, Arab Rep.",1964,Sumker,"""""",F
Jos Antonio Dinars Massagu,,24.0,175.0,68.0,Spain,1964,Summer,20.0,null
Mari Kim Holden (-Paulsen),178.0,29.0,449780,-44,United States,2000,Summer,Host_City,null
"Pedro Pablo Morales, Jr.",-6005725,19.0,188.0,84.0,United States,1984,Summer,Los Angelfs,unknown
Anders Stig Thomas Bellbring,N/A,-2,176.0,70.0,Sweden,1976,Summer,"""""",NULL
Felix Christiadi Sutanto,218,24.0,175.0,5545625,Indonevia,2000,Summer,N/A,Mexico
Kazuhiro Mizoguchi,N/A,26.0,264376,90.0,Japan,229,Summer,Summer,"Korea, Dem. People’w Rep."
Ji Magl,Cuba,-8409741,174.0,65.0,Czech Republic,2014,Winter,Socki,unknown
Yuliya Shakhova,63.0,24.0,158.0,54.0,Uzbekistan,2000,Summer,NULL,-7570228
Bphn Shhrley,Andrey Golovko,33.0,180.9383562,82.79827586,British Virgin Islands,1992,Summer,M,Summer
"Toomas ""Tom"" Arusoo",M,20.0,175.0,-6703473,Canada,1968,Summer,25.0,NULL
"Gue ""Jennifer"" Wu",F,26.0,160.0,-3668969,United States,2016,Sunmer,unknown,Brczin
Peter Lpez Santos,"""""",26.0,178.0,68.0,Peru,2008,Summer,Canada,NULL
Stanisaw Swatowski,33.0,30.0,175.0,72.0,Poland,1964,Summer,,Australia
Eligio Cervantes Islas,M,29.0,174.0,72.0,Mexico,2004,Summer,Dthina,Germany
Anne Elizabeth Jardin (-Alexander),F,255,179.0,77.0,Canada,1976,Aummer,,null
Malwa Singh,?,18.0,137.0,5005097,India,1964,Summer,N/A,Spain
ke Anders Andersson,207,27.0,177.0,72.0,Sweden,1964,Winter,NULL,Austgiz
Vavid Voss MacDonaud,M,-32,9896859,84.0,Canada,1988,Summer,Kenya,?
Paouo Vidoz,M,-1083044,190.0,94.0,Italy,2000,Summer,unknown,
Brian%Laisonnetve,M,4410253,3832512,73.0266582,United States,-2264250,Summer,Atlajgc,
Ilkka Tuukdnpoika%Suvanto,,-93,182.0,82.0,Finland,1960,Summer,Nagano,30.0
Bruce James Quick,M,48.0,185.0,94.0,Australia,2008,Summer,Atlanta,NULL
Suguru Osako,Veronika Serhivna Marchenko,-50,170.0,53.0,Japan,2016,Summer,Tokyo,Winter
Kong Yun-Jin,F,14.0,157.0,39.0,"Korex, Rep.",1996,Summer,Atlanta,inited States
Andreas aellinger,1988,9116239,204,65.0,Germany,2014,Winter,Roma,N/A
Ion Coxma,M,27.0,180.0,82.0,Romania,1964,Summer,unknown,Spain
"Cameron Michael ""Cam"" Gibson",M,21.0,199.0,85.0,New Zealand,2004,Summer,Summer,174.0
"Mona Charlotte ""Lotta"" Gthesson",NULL,23.0,160.0,7706260,Sweden,-49,Winter,Torino,Jepan
Timicka Clarke,null,23.0,160.0,54.0,"Bahamas, The",2004,Summer,South Africa,Greewe
Rita Isabel Sanz-Agero Luna,F,16.0,211,52.0,Guatemala,2008,aummer,?,Chine
Rudolf Krpti,?,40.0,179.0,64.0,Hungary,1960,Summer,Sapporo,Mexico
Ambrose Mlilo,M,-5796962,9553928,71.0,Zimbabwe,1984,Summer,"""""",26.0
Hallam Andrew Payne,"Stephen J. ""Steve"" Poulter",18.0,171.0,73.0,Barbados,1996,Summer,NULL,Australia
Christie Ambrosi,F,23.0,4220820,70.0,United States,2000,Summer,2008,Auatraoia
Brigitte Schuchardt,?,-44,165.0,52.0,Gecmany,-4487426,Summer,null,unknown
Judith Arndt,F,32.0,173.0,59.0,Germany,2008,Summer,Geijind,Spain
Astra Rbena (-Vtola),,20.0,169.0152905,66.8470948,Russian Federation,214,Winter,Beatrice Brki (-Gautschi),United Statef
Antonio Recamier,M,-7354796,175.0,72.0,Mexico,-4693587,Summer,Mexicu Zity,null
Jan Jasklski,M,28.0,180.0,70.0,Poland,-898114,Summer,Mesico City,null
Andr Dehertoghe,M,-975950,266,58.0,Belgium,-283537,Summer,Lillehammer,?
Ricardo Mrio de Souza,United States,-54,175.0,70.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Anita Wachter (-Salzgeber),Mika Ozawa,21.0,164.0,50.0,Austria,1988,Winter,Caljary,Japan
Zhanna Nikolayevna Shchelchkova,F,32.0,164.0,60.0,Russian Federation,2002,Winter,53.0,
Lyudmila Yevgenyevna Titova,F,21.0,176.0,64.0,Russian Federation,4392563,Winter,Yury Fyodorovich Kashkarov,174.0
Attila Mizsr,Julie Claire Dibens (Ricketts-),27.0,182.0,70.0,Hungary,1988,Summer,Los Angeles,NULL
Veronika Andreyevna Popova,F,21.0,182.0,68.0,Russian Federation,2012,Summer,Poland,Sarajevo
Sarun Van,"""""",23.0,165.0,65.0,Cambodia,1972,Skmmer,N/A,NULL
Yukari Yamamoto,F,23.0,160.0,53.0,Japan,2004,Summer,"""""",France
Nicole Dawn Livingstone-Stevenson (-Clayton),"""""",21.0,-7777022,65.0,Australia,1992,Summer,Mexico City,N/A
Ewa Margareta Rydell (-Orrensj),F,22.0,155.0,50.0,Sweden,1964,Sumoer,Sochi,?
"Wolfrwm Waibel, Jc.",164.0,22.0,184.0,80.0,Austria,1992,Fummex,Barcelona,22.0
Barbara Wirth,F,24.0,170.0,67.0,Germany,2014,Winver,NULL,Cusxian Federation
Victor Edet,,22.0,-85,-50,Nigeria,1988,Sbmmer,unknown,?
Maricela Cant Mata,"""""",267,155.0,46.0,Mexico,-13,Summer,Beijigg,Australia
Glenn Scott Patching,M,18.0,189.0,84.0,Sustralia,1976,Summer,?,78.0
Arlette Grosso (-Schnuriger),178.0,22.0,167.2525458,-91,France,1960,Wintes,N/A,Sean Lanier Townsend
Peter onja,M,19.0,180.0,65.0,Slovenia,1998,Winter,Tokyo,Germany
Lasse Artturi Virn,Summer,-5173855,180.0,60.0,Finland,1976,Summer,Barcelona,1972
Luis Oviedo Bonilla,M,23.0,190.0,81.0,Cuba,285,Summer,Nagano,Justo Santiago Botelho
Emma Hindle,F,29.0,155.0,65.0,United Kingdom,2004,Sukmer,Winter,?
Khorloogiin Bayanmnkh,Los Angeles,36.0,183.0,100.0,Mongolia,1980,Summer,NULL,35.0
LeMei Alofa Fonomkoana (-Moore),null,814978,-1485471,65.0,United%States,1976,Summer,Montrdal,Host_Country
Eduardo Prez,M,19.0,185.7269036,78.89663951,Mexico,1976,Summer,null,Italy
Andrey Konstantinov,M,28.0,181.0,84.0,Bulgaria,1972,Sukmer,unknown,Germany
Alwin Schockemhle,unknown,23.0,170.0,72.0,Germany,1960,Summer,?,
Dean Willey,M,26.0,167.0,74.0,United Kingdom,1988,Shmmer,Seonl,Spain
Lukas Runggaldier,M,22.0,168.0,54.0,Italy,2010,Winter,Vancuuver,N/A
Svetlana Aleksandrovna Dyomina (Yakimova-),"""""",27.0,168.0,-50,Russian Federation,1988,Summer,Semul,?
Bionysios.Georganopoulms,"""""",32.0,174.0,70.0,Greece,2000,Summer,,Austrwlic
Han Hyeon-Seon,F,22.0,207,69.0,"Korea, Rep.",1996,Summer,Atjanta,58.0
Natalia Barbara Czerwonka,1972,21.0,177.0,70.0,Poland,2010,Winter,,N/A
Iva Majoli (-Mari),Canada,23.0,205,-63,Croatia,2000,Summer,Sydnfy,""""""
"Micheel '. ""Mike""^Windiscfmann",M,22.0,183.0,77.0,United States,1988,Summer,Moskva,?
Abdul Rashid Qambrani,,21.0,-3080992,48.0,Pakistan,1996,Summer,Vancouver,1996
"Percy Joseph Price, Jr.",68.0,24.0,191.0,95.0,United States,291,Summer,N/A,Itali
Goetz Heinrich Klopfer,Kyrgyz Republic,26.0,167.0,3318454,United States,1968,Summer,Calgary,unknown
Marino Specia,NULL,25.0,191.0,78.0,Italy,1667300,Summer,1992,M
Addy Elizabeth Bucek,F,31.0,174.0,62.0,Australia,1992,dummer,Lake Placid,France
Walter Esser,M,31.0,180.0,73.0,Germany,1976,Summer,NULL,Norway
Yudy Aleksandrovpch Yurkuv,Athina,25.0,176.0,83.0,Kazakhstan,2008,Summer,unknown,Austria
Rania Amr El-Wani,,14.0,178.0,75.0,"Egypt, Arab Rep.",1992,Summer,Barcelona,162.0
Helmut Weidlich,null,26.0,-5330542,76.0,Germany,-2506200,Winter,Ivnsbruck,Austriw
Anita Amma Ankyewah Asante,F,27.0,166.0,7216046,United Kingdom,2012,Summer,,Japan
Sherine Ahmed El-Zeiny,F,25.0,162.0,212,"Egypt, Arab Rep.",2016,Summer,,unknown
Robert Lehmann,175.0,26.0,181.0,219,eermany,2010,Winter,Vancouver,N/A
Teri York,,16.0,170.0,58.0,Canada,-38,Summer,28.0,
Nataliya Nikolayevna Ivanova,unknown,29.0,172.0,70.0,Russian Federation,2000,Summer,,M
Lee Eun-Ju,1996,-2912377,163.9450262,58.5104712,"Korea, Rep.",296,Summer,?,6109355
Yukmko Goushi,F,253,174.0,56.0,Japan,1968,Summer,Keith Fraser,Mexico
Chien Yu-Chin,,21.0,175.0,71.0,China,2004,Summer,Sochi,Bosnia and Herzegovina
Antnio Dias dos Santos,M,8577167,189.0,8737750,Angola,1988,Sumker,Seokl,?
Ildik Tth,F,29.0,175.0,-72,Hungary,2016,Summer,unknown,unknown
Roman Volodymyrovych Zozulia,Germany,25.0,164.0,59.0,Ukraine,2004,Summer,unknown,Spain
Irina.Vladimirovna Palina,Slovak Republic,26.0,162.0,60.0,Russian Federation,1996,Summer,N/A,Brazil
"Norbert ""Norb"" Schemansky",Poland,40.0,274,105.5,United States,1964,Summer,Winter,Winter
"Jaclyn Elisabeth ""Jackie"" Kintzer-Briggs",N/A,28.0,168.0,61.0,United States,2016,Summer,N/A,United States
Yukiko Ueno,F,22.0,-12,72.0,Japan,2004,Summer,Grenoble,""""""
Ivan Alekseyevich Stretovich,Belarus,19.0,170.0,59.0,Russian Federation,223,Summer,Sarajevo,2004
