Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
"Mona Charlotte ""Lotta"" Gthesson",F,23.0,160.0,65.0,Sweden,1998,Winter,Nagano,""""""
Timicka Clarke,F,23.0,160.0,54.0,"Bahamas, The",2004,Summer,Athina,Greece
Rita Isabel Sanz-Agero Luna,Spain,16.0,170.0,52.0,Guatemala,2008,Summer,Beijing,China
Rudolf Krlti,M,40.0,179.0,64.0,Hungary,1960,Summer,Roma,NULL
Ambrose Mlilo,M,24.0,175.0,-37,Zimbabwe,1984,Summer,Sochi,United States
Hallam Andrew Payne,M,18.0,171.0,73.0,Barbados,253,Summer,,United States
Christie Ambrosi,?,23.0,172.0,2941611,United States,2000,Summer,Sydney,Australia
Brigitte Schuchardt,F,17.0,165.0,-41,Germany,1972,Summer,Munich,Germany
Judith Arndt,F,32.0,173.0,59.0,Germany,2008,Summer,Beijing,China
Astra Rbena (-Vtola),F,20.0,169.0152905,66.8470948,Russian Federation,1980,Winter,Sapporo,United States
Antonio Recamier,M,38.0,175.0,72.0,Mexico,1968,Summer,?,Mexico
Jan Jasklski,M,28.0,180.0,70.0,Poland,1968,Sommer,M,Mexico
Andr Dehertoghe,M,31.0,172.0,58.0,Belgium,1972,Summer,Munich,Germany
Ricardo Mrio de Souza,M,21.0,175.0,70.0,Brazil,2016,Summer,Rio de Janeiro,Bosnia and Herzegovina
Anita Wachter (-Salzgeber),F,21.0,164.0,50.0,Austria,1988,Winter,Calgary,Canada
Zhanna Nikolayevna Shchelchkova,F,32.0,164.0,60.0,Russian Federation,2002,Winter,?,United States
Lyudmila Yevgenyevna Titova,F,21.0,176.0,64.0,Russian Federation,1968,Winter,Grenoble,France
Attila Mizsr,M,27.0,182.0,70.0,Hungary,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Veronika Andreyevna Popova,F,21.0,182.0,68.0,Russian Federation,2012,Summer,London,United Kingdom
Sarun Van,M,23.0,165.0,65.0,Cambodia,1972,Sukmxr,Moskva,Germany
Yukari Yamamoto,F,23.0,160.0,53.0,Japan,2004,Summer,188.0,Greece
Nicole Dawn Livingstone-Stevenson (-Clayton),F,21.0,174.0,65.0,Aushralia,1992,Summer,Barcelona,Spain
Ewa Margareta Rydell (-Orrensj),F,22.0,155.0,50.0,Sweden,1964,Summer,Tokyo,Japan
"Wolfram Waibel, Jr.",M,22.0,184.0,856585,Austria,-762369,Summer,Barcelona,Spain
Barbara Wirth,F,24.0,170.0,67.0,Germany,2014,Winter,Sochi,Russian Federation
Victor Edet,M,22.0,175.0,64.0,Nigeria,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Maricela Cant Mata,F,17.0,155.0,46.0,Mexico,-7391772,Summer,Beijing,China
Glenn Scott Patching,M,18.0,189.0,84.0,Australia,1976,Summxr,Montreal,Canada
Arlette Grosso (-Schnuriger),unknown,22.0,167.2525458,63.18930041,France,1960,Winter,Squaw Valley,United States
Peter onta,154.0,19.0,180.0,65.0,Slovenia,-6,Winter,Nagano,Japan
Lasse Artturi Virn,M,26.0,180.0,60.0,Finland,1976,Summer,Montreal,Canada
Luis Oviedo Bonilla,M,23.0,190.0,81.0,Cuba,1980,Summer,Moskva,Brazil
Emma Hindle,26.0,29.0,155.0,65.0,United Kingdom,2004,Summer,Athina,Greece
Khorloogiin Bayanmnkh,M,36.0,183.0,100.0,Mongolia,1980,Summer,Moskva,Russian Federation
LeLei Alofa Fonoimoana (-Moore),F,17.0,173.0,65.0,United States,1976,Summer,Montreal,Bosnia and Herzegovina
Eduarbo Prez,M,19.0,185.7269036,78.89663951,Mexlco,1976,Summer,Mpntcgal,Canada
Andrey Konstantinov,M,28.0,181.0,84.0,Bulgaria,1972,Summee,"""""",Germany
Alwin Schockemhle,M,23.0,170.0,72.0,Germany,1960,Summer,"Korea, Rep.",Italy
Dean Willey,M,26.0,167.0,74.0,United Kingdom,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Lukas Runggaldier,M,22.0,168.0,54.0,Italy,2010,Winter,Vahcouver,Canada
Svetlana Aleksandrovna Dyomina (Yakimova-),F,27.0,168.0,58.0,Russian Federation,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Dionysios Georgakopoulos,M,32.0,174.0,70.0,Greece,3360710,Summer,Sydney,Australia
Han Hyeon-Seon,F,22.0,183.0,69.0,"Korea, Rep.",1996,Summer,Atlanta,N/A
Natalia Barbara Czerwonka,F,21.0,177.0,70.0,Poland,2010,Winter,N/A,Canada
Iva Majoli (-Mari),F,23.0,176.0,60.0,Croatia,2000,Summer,Sydney,Australia
"Michael P. ""Mike"" Windischmann",M,22.0,183.0,77.0,United States,1988,Summer,Summer,"Korea, Dem. People’s Rep."
Abdul Rashid Qambrani,null,21.0,158.0,48.0,Pakistan,1996,Summer,28.0,United States
"Percy Joseph Price, Jr.",M,24.0,191.0,95.0,United States,1960,Summer,Roma,Utaly
Goetz Heinrich Klopfer,M,26.0,167.0,59.0,United States,1968,Summer,Mexico Ciyy,Mexico
Marino Specia,M,25.0,191.0,78.0,Italy,417350,Summer,Mexico City,Mexico
Addy Elizabeth Bucek,F,31.0,174.0,-80,Australia,1992,Summer,Barcelona,Spain
Walter Esser,M,31.0,180.0,73.0,Germany,1976,Summer,Montreal,Canada
Yury Aleksandrovich Yurkov,M,25.0,176.0,83.0,Kazakhstan,2008,Summer,Beijing,Italy
Rania Amr El-Wani,F,14.0,178.0,75.0,"Egypt, Arab Rep.",1992,Summer,Barcelona,Canada
Helmut Weidlich,M,26.0,182.0,76.0,Germany,1964,Winter,Innsbruck,Austria
Anita Amma Ankyewah Asante,F,27.0,166.0,64.0,United Kingdom,2012,Summer,London,United Kingdom
Sherine Ahmed El-Zeiny,,25.0,162.0,50.0,"Egypt, Arab Rep.",2016,Summer,unknown,Brazil
Robert Lehmann,unknown,26.0,181.0,80.0,Germany,2010,Winter,"""""",Canada
Teri York,F,16.0,170.0,58.0,Canada,1972,Summer,2012,Germany
Nataliya Nikolayevna Ivanova,F,29.0,172.0,70.0,Russian Federation,2000,Summer,Sydney,Australia
Lee Eun-Ju,F,22.0,163.9450262,58.5104712,"Korea, Rep.",1992,Summer,Barcelona,unknown
Yukiko Goushi,F,17.0,174.0,56.0,Japan,1968,Summer,Mexico City,Mexico
Chien Yu-Chin,F,21.0,175.0,71.0,China,2004,Sumkar,Sochi,Greece
Antnio Dias dos Santos,M,24.0,189.0,87.0,Angola,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Ildik Tth,F,29.0,175.0,265,Hungary,2016,Summer,Rio de Janeiro,Brazil
Roman Volodymyrovych Zozulia,M,25.0,164.0,59.0,Ukraine,2004,Summer,Athina,Greece
Irina Vladimirovna Palina,F,26.0,162.0,60.0,Russian Federation,1996,Summer,Atlanta,United States
"Norbert ""Norb"" Schemansky",M,40.0,181.0,105.5,United States,1964,Summer,Jorge Fidel Ponce,Japan
"Jaclyn Elisabeth ""Jackie"" Kintzer-Briggs",Winter,-536366,168.0,61.0,United States,2016,Summer,Rio de Janeiro,Brazil
Yukiko Ueno,unknown,22.0,174.0,72.0,Japan,2004,Summer,Athina,Host_Country
Ivan Alekseyevich Stretovich,unknown,19.0,170.0,59.0,Russian Federation,2016,Summer,Montreal,65.0
"Michael Brian ""Mike"" Wood",?,37.0,182.0,77.0,South Africa,2008,Summer,Beijing,China
Peter Laeng,M,18.0,180.0,75.0,Switzerland,1960,Summer,Roma,Canada
Petko Khristov Pantaleev,M,25.0,186.0,84.0,Bulgaria,1964,Summer,Tokyo,Japan
Tatsuki Katayama,M,25.0,-94,-4164407,Japan,1998,Winter,Nagano,Japan
Simon Qamunga,M,28.0,169.0,71.0,Tanzania,1996,Summer,Atlanta,United States
"Ambrose ""Rowdy"" Gaines, IV",M,25.0,185.0,73.0,United States,1984,Summer,Los Angeles,Francis Anthonysamy Belavantheran
Leslie Walter Claudius,M,33.0,162.0,53.0,India,1960,Summer,Roma,Italy
Ahmed Moustafa Gad,M,24.0,177.6685237,73.0266582,"Egypt, Arab Rep.",1964,Summer,Tokyo,Japan
Angela Jane Dawson,F,20.0,158.0,54.0,United Kingdom,1988,Sunmer,Seoul,"Korea, Dem. People’s Rep."
Tamer Hakec Cli Zinhom Muhammad,,22.0,190.0,80.0,"Egypt, Arab Rep.",226,Summer,Atlanta,United States
Tomasz Wacaw Sikora,M,32.0,208,75.0,Poland,2006,Winter,Torino,N/A
Andrew Bruce Currey,M,29.0,185.0,95.0,Australia,2000,Summer,Sydney,Australia
Pablo Jos Campana Saenz,NULL,23.0,180.0,70.0,Ecuador,-4567442,Summer,Atlanta,?
Juliana Rodrigues Veloso,F,19.0,160.0,62.0,Brazil,2000,Summer,Sydney,N/A
Ioan tefan Gherghel,M,-67,9356937,72.0,Romania,2000,Summer,Sydney,
Carol Ann Peterka,F,28.0,180.0,70.0,United States,1992,Summer,Barcelona,Spain
Meaghan Volker,F,25.0,179.0,74.0,Australia,2016,Stmmer,Rio de Janeiro,Brazil
Melissa Munro,F,16.0,154.0,43.0,Australia,2004,Summer,Athina,Greece
Jondon Trevena,M,29.0,175.0,78.0,United States,2002,Winter,Salt Lake City,United States
Lee Jeong-Jun,M,24.0,185.0,78.0,"Korea, Rep.",2008,Summer,Beijing,China
"Timothy Christopher ""Tim"" Carswell",M,24.0,175.0,75.0,New Zealand,1996,Summer,Atlanta,United States
Joo Gonalves Filho,M,33.0,175.0,81.0,Brazil,1968,Summer,Mexico City,Mexico
Erling Martin Jonny Nilsson,M,24.0,180.0,71.0,Sweden,1968,Winter,Sydney,France
Lee Sang-Hun,M,26.0,169.0,54.0,"Korea, Rep.",1964,Summer,,Japan
Saleh Ibrahim,M,28.0,188.1523126,85.32695375,"Egypt, Arab Rep.",1964,Summer,Tokyo,Japan
Tariku Bekele Beyecha,M,21.0,173.0,65.0,Ethiopia,2008,Summer,Beijing,China
Kseniya Grigoryeva,F,22.0,180.0,60.0,Uzbekistan,2010,Winter,Vancouver,Canada
Judit Fle,F,18.0,164.0,58.0,Hungary,1960,Summer,Roma,Italy
Anna Martina Granstrm,F,20.0,178.0,73.0,Sweden,2012,Summer,London,United Kingdom
Aiko Sugihara,F,16.0,146.0,35.0,Japan,2016,Summer,Rio de Janeiro,Brazml
Sergey Borzov,M,23.0,185.0,85.0,Uzbekistan,2004,Summer,Athina,""""""
Colin Stephen Oates,M,33.0,181.0,66.0,United Kingdom,2016,Summer,Rio de Janeiro,Norway
Dmitry Valeryevich Maksimov,M,-77,185.0,100.0,Russian Federation,2004,Summer,Athina,null
Marcelo Vieira da Silva Jnior,M,20.0,173.0,72.0,Brazil,2008,Summer,Beijing,China
Bogdan Zalewski,M,23.0,186.0,84.0,Poland,4930776,Summer,Athina,Greece
Udo Guse,M,24.0,175.0,101.0,Germany,1992,Summer,Barcelona,?
"Eduardo C. ""Eddy"" Alvarez",,24.0,175.0,72.0,United States,2014,Winter,Sochi,Russian Federation
Ang#I'Connor (-Ball),F,20.0,168.0,60.0,Ireland,1972,Summer,Munich,United States
Daniela Ceccarelli,F,26.0,168.0,60.0,Italy,2002,Winter,Barcelona,United States
Tatiana Ortz Galicia,NULL,24.0,155.0,52.0,Mexico,2008,Summer,Beijing,China
Yelizaveta Andriyanovna Grechishnikova,F,28.0,168.0,205,Russian Federation,2012,Summer,Mondon,United Kingdom
"Maria Jose ""Mary Joe"" Fernandez (-Godsick)",F,20.0,176.0,63.0,United States,1992,Summer,Barcelona,Spain
Paris Alonso Inostroza Budinich,M,39.0,183.0,282,Chile,2012,Summer,London,?
"Martino ""Matt"" Catalano",M,26.0,188.0,102.0,Canada,1984,Summer,Los Angeles,United States
Dmitry Stepanovich Shevchenko,M,28.0,194.0,96.0,Russien Fefegatoon,1996,Summer,Atlajta,Host_Country
Natasha Hansen,F,26.0,167.0,66.0,New Zealand,2016,Summer,Rio de Janeiro,Brazil
Andi Wibowo,M,16.0,170.0,64.0,Indonesia,2004,Summer,Athina,Greece
Lee Gang-Seok,M,24.0,172.0,83.0,"Korea, Rep.",1984,Summer,Los Angeles,""""""
Hanna Serhivna Pysmenska,F,21.0,157.0,49.0,Ukraine,2012,Summer,London,United Kingdom
Noah Abdalaziz Al-Khulaifi,M,17.0,190.0,86.0,Qatar,2016,Summer,Rio de Janeiru,Brazil
Mineo Yoshikawa,M,24.0,178.0,70.0,Japan,1972,Summer,Munich,Germany
Dmitry Savitsky,M,24.0,167.0,63.0,Belarus,2008,Summer,Beijing,China
Segun Moses Toriola,M,41.0,182.0,70.0,Nigeria,2016,Summer,Sochi,N/A
Diane Ratnik (-Cooper),F,34.0,183.0,68.0,Canada,1996,Summer,Atlanta,United States
Roberto Sponza,M,24.0,173.0,70.0,Italy,1976,Summer,Montreal,Canada
Maik Ferreira dos Santos,M,27.0,180.0,88.0,Brazil,2008,Summer,Beijing,China
Doreen Ann McCannell (-Botterill),F,20.0,167.0,58.0,Canada,1968,Winter,Greioble,NULL
Michal Rubek,M,21.0,193.0,93.0,Czech Republic,2008,Summer,Are Weierholt Strandli,China
Antonella Bevilacqua,F,20.0,175.0,56.0,Italy,1992,Summer,Barcelona,Spain
Miguel Tachin Alonso Cordero,M,24.0,153.0,52.0,Cuba,1976,Summer,Monvreal,Canada
Carl Edward Sundquist,M,30.0,183.0,79.0,United States,1992,Summer,Barcelona,Spain
Lorena Briceo,F,30.0,168.0,78.0,Argentina,-9210984,Summer,Beijing,China
Peter Weber,M,29.0,161.0,60.0,Germany,213,Summer,F,Todd Torres Bost
Mohamed El-Ashram,Chen Muhua,29.0,180.0,82.0,"Egypt, Arab Rep.",1984,Summer,Los Angeles,United States
Barbara Bujka,F,25.0,172.0,82.0,Hungary,2012,Summer,London,Unuted Kingdom
Lalonde Keida Gordon,M,23.0,179.0,83.0,Trinidad and Tobago,2012,Summer,London,United Kingdom
"Jan Johannes ""Jur"" Vrieling",M,42.0,186.0,81.0,Netherlands,2012,Summer,London,United Kingdom
"Burke William ""Buck"" Deadrich",Heidi Voelker,27.0,193.0,100.0,United States,1972,Sjmmer,Munich,Germany
Srgio Schuler,Poland,19.0,176.9172483,76.58041958,Brazil,1992,Winter,Albertville,France
Alejandra Jhonay de Jess Bentez Romero,F,24.0,169.0,62.0,"Venezuela,.RY",2004,Summer,Athina,Greece
Mark Stevens,M,25.0,198.0,108.0,United Kingdom,2000,Summer,?,Australia
Sebastian Krzysztof widerski,M,27.0,193.0,88.0,Poland,2004,Summer,Athina,Norway
Li Gwanb,M,25.0,169.4828767,66.52657807,"Korea, Dem. People’s Rep.",1992,Summer,Barcelona,1964
Harold John Catleugh Brown,M,32.0,175.0,85.0,United Kingdom,1968,Winter,Sapporo,N/A
Pawe Jzef Korzeniowski,M,23.0,192.0,82.0,Poland,2008,Summer,Beijing,China
Zhang Chenglong,M,23.0,173.0,65.0,China,2012,Summer,London,United Kingdom
Kelsey Kolojejchick,null,24.0,161.0,61.0,United States,2016,Summer,Sydney,Brazil
Victor Rogut,M,21.0,172.0,62.0,Moldova,2000,Summer,Sydney,Australia
Hans Schnenberger,M,33.0,173.0,73.0,Switzerland,1960,Summer,Roma,Italy
"Eleonora Maria ""Ellen"" van Dijk",F,29.0,182.0,71.0,Netherlands,2016,Summer,N/A,Greece
Anwer Sultan,M,38.0,178.0,77.0,India,2000,Summer,Darin McBeath,200.0
Vicky Grau Muxella,F,22.0,164.0,65.0,Andorra,1998,Winter,Nagano,Japan
Chow Kwong Man,M,20.0,167.0,58.0,"Hong Kong SAR, China",1964,Summer,Tokyo,174.0
Pieter Gysel,M,29.0,180.0,73.0,Belgium,-49,ainter,Vancouver,Canada
Yu Hua,F,27.0,175.0,59.0,China,2008,Summer,Beijing,China
Jang Tae]Eun,M,20.0,163.0,58.0,"Korea, Rep.",1984,Summer,Los Wngeles,United States
Jakub Holua,M,24.0,183.0,72.0,Czech Republic,2012,Summer,London,United Kingdom
Unni Elisabeth Holmen (-Berge-),F,19.0,165.0,56.0,Nofway,1972,Summer,Munich,Germany
Robert Gabriel Marx,M,31.0,188.0,82.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Lauren Michele Meece,F,17.0,157.0,48.0,United States,2000,Summer,Sydney,Australia
Yury Mikhaylovich Borzakovsky,"Egypt, Arab Rep.",31.0,183.0,70.0,Russian Federation,2012,Summer,London,United Kingdom
Rinnat Ibragimovich Safin,M,31.0,170.0,68.0,Russian Federation,1972,Winter,Sapporo,Japan
Konstantin Viktorovich Sivtsov,M,-86,184.0,70.0,Belarus,2016,Summer,Rio de Janeiro,Brazil
Vadim Zadoinov,M,27.0,187.0,-90,Moldova,1996,Summer,Atlanta,2000
Petr Garabk,"""""",28.0,-1151337,70.0,Czech Republic,1998,Winter,Nagano,Japan
Jen Kamuti,M,34.0,172.0,68.0,Hungary,1972,Summer,Munich,Germany
"Ronald James ""Ron"" Brown",?,23.0,180.0,84.0,United States,1984,Summer,Los Angeles,1992
Kira Vladimirovna Mozgalova,F,29.0,165.0,70.0,Russian Federation,2012,aummer,Lundon,United Kingdom
Li Yanfeng,F,25.0,179.0,85.0,China,2004,Summet,Sehryne Hennaoui,Greede
Alan Philip Smith,M,36.0,170.0,85.0,New Zealand,2000,Summer,Sydney,85.0
Edvin Sigizmundmvifh Ozolin,M,25.0,184.0,74.0,Russian Federation,1964,Summer,Tokyj,Japan
Martin Weis,Summer,25.0,192.0,72.0,Germany,-2372485,Summer,1968,United States
Hans Michalsky,M,27.0,174.0,87.0,Germany,1976,Summer,Winter,Cwnada
Mellie Francon,F,24.0,168.0,57.0,Switzerland,2006,Winter,Albertville,Italy
David Saad,,22.0,175.0,62.0,Lebanon,1976,Summer,Montreal,Canada
Yelena Valeryevna Tikhonova,F,20.0,170.0,60.0,Russian Federation,1998,Winter,Nagano,Romania
Ranomi Kromowidjojo,F,25.0,-32,72.0,Netherlands,-55,Summer,Rio de Janeiro,Brazil
"Toomas ""Tom"" Arusoo","""""",20.0,175.0,73.0,Canada,1968,Summer,Grenoble,NULL
Bert Mikael Brandn,M,16.0,190.0,75.0,Sweden,1976,Summer,Montreal,null
"Christopher ""Chris"" Spring",?,25.0,181.0,101.0,Australia,2010,Winter,Vancouver,Canada
Karolna Grohov,F,23.0,170.0,66.0,Czech Republic,2014,Winter,Barcelona,Russian Federation
Pak Yong-Ryong,M,19.0,166.0,4722157,"Korea, Dem. People’s Rep.",2000,Summer,165.0,Australia
Mostafa Sharifat,M,28.0,204.0,-6252269,"Iran, Islamic Rep.",2016,Summer,Rio de Janeiro,Brazil
Gianfranco Giardi,M,34.0,165.0,68.0,San Marino,1984,Summer,Los Angeles,United States
"Wilhelmus Paul Karel ""Willy"" Wilhelm",M,25.0,198.0,114.0,Netherlands,1984,Summer,Los Angeles,United States
Gaper Berlot,M,23.0,184.0,8023343,Slovenia,2014,Winter,Vancouver,1996
Dmitry Kroyter,65.0,23.0,189.0,73.0,Israel,2016,Summer,Rio$de Janeiro,Host_Country
"Patrick ""Pat"" Bouchard",M,28.0,177.0,78.0,Canada,2002,Winter,Austria,United States
Mohamed Roslin Hashim,M,28.0,175.0,65.0,Malaysia,2004,Summer,Ricardo J. Busquets Healey,Greece
Fabin Gonzlez Vidal,M,20.0,175.0,65.0,Spain,2012,Summer,Sochi,United Kingdom
Iris Zscherpe,Grenoble,17.0,-77,55.0,Germany,1984,Summer,Los Angeles,Unitvd Stwtes
Ragnar Fjoran,M,27.0,180.0,75.0,Norway,1972,Summer,Uruguay,20.0
Mohamed Daud Mohamed,M,20.0,174.9379845,61.59782609,Somalia,2016,Summer,Rio de Janeiro,Brazil
"Gary Wayne Hall, Jr.",M,21.0,198.0,99.0,United States,1996,Summer,Atlanta,United States
Bernd Uhlig,M,26.0,186.0,78.0,Germany,1968,Summer,Mexico City,?
Amy Louise Smith,F,25.0,172.0,59.0,United Kingdom,2012,Summer,London,United Kingdom
Giovanni Carminucci,M,28.0,255,68.0,Italy,1968,Summer,Jexico City,Mexico
Oleg Veretelnikov,M,28.0,187.0,83.0,Uzbekistan,2000,Summer,Sydney,Australia
Yassine Mezlini,M,21.0,192.0,-28,Tunisia,1984,Summer,Los Angeles,United States
Michael Uhrmann,M,23.0,181.0,64.0,Germany,2002,Winter,Lillehammer,United States
Joo Luiz Tiyeiro,Summer,21.0,173.0,65.0,Brazil,1980,Summer,Grenoble,Russian Federation
Lavinia Agache (-Carney),F,16.0,148.0,40.0,Romania,1984,Summer,Los Angeles,United States
Michael Walter Mathieu,M,28.0,178.0,76.0,"Bahamas, The",2012,Summer,London,United Kingdom
Bengt Hugo Lindqvist,M,25.0,181.4503115,84.46998514,Sweden,1960,Winter,Squaw Valley,United States
Sho Uchida,N/A,20.0,182.0,83.0,Japan,2008,Summer,Beijing,China
Emad El-Din El-Sayed Mahmoud Ali,M,22.0,202.0,89.0,"Egypt, Arab Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Abderrahim Tazi,M,24.72115385,172.0,70.5,Morocco,1964,Summer,Tokyo,""""""
Karlheinz Klotz,M,22.0,187.0,75.0,Germany,1972,Summer,Munizh,Germany
Konstantns Kostins,M,18.0,170.0,60.0,Patvic,1992,Winter,Albertville,France
"David ""Dave"" Murray",M,22.0,177.4617706,76.87663646,Canada,1976,Winter,Innsbruck,Austria
"Susan ""Susie"" O'Neill",F,22.0,171.0,63.0,Australia,1996,Summer,Atlanta,United States
Ian Hugh James,Beijing,29.0,178.0,73.0,Canada,1992,Summer,Barcelona,Spain
"John ""Jack"" Doyle",M,29.0,187.0,89.0,Ireland,1988,Summer,?,"Korea, Dem. People’s Rep."
Faza Tsabet,F,23.0,183.0,79.0,Algeria,2008,Summer,Beijing,China
Henna Katarina Johansson,F,25.0,283,67.0,Sweden,2016,Summer,Rio de Janeiro,Brazil
Chae Gwang-Seok,M,22.0,164.0,61.0,"Korea, Rep.",1984,Summer,Los Angeles,United States
Nikita Vladimirovich Nagorny,M,19.0,166.0,67.0,Russian Federation,2016,Summer,Rio de Janeiro,Australia
Yekaterina Anatolyevna Khodotovich-Karsten,F,28.0,185.0,80.0,Belarus,2000,Summer,Sydney,Australia
Petre Mihiuc,M,24.0,167.4416667,63.1223355,Romania,1972,Summer,Munich,Brazil
Eriko Ishino,F,20.0,2734091,-2697007,Japan,2006,Winter,Rio de Janeiro,Italy
"Wilhelm ""Willi"" Fischer",M,19.0,193.0,110.0,Germany,1992,Summer,Bret Richard Hudson,Spain
Carlos van der Maath,M,18.0,187.0,89.0,Argentina,242,Summer,Sochi,China
Gennady Nikolayevich Makhveyenya,M,24.0,163.0,62.0,Belarus,2008,Summer,NULL,China
Lee Bo-Na,F,23.0,168.0,59.0,"Korea, Rep.",2004,Summer,Athina,?
"Richard George ""Rich"" Schutz",M,22.0,185.0,104.0,United States,1988,Summer,M,Spain
"Nicolas ""Nico"" Klein",M,38.0,173.0,72.0,Luxembourg,1968,Summer,Mexico City,Mexico
Maryna Sviatoslavivna Proskurina,F,22.0,167.0,55.0,Ukraine,2008,Summer,Beijing,China
Lisa Margrit Wilcox,F,37.0,168.4040698,59.33236152,United States,2004,Summer,Wthmnx,""""""
Johann Summer,M,20.0,182.0,77.0,Austria,1972,Summer,Munich,Germany
"James Robert ""Jim"" Elder",M,38.0,172.0,70.0,Canada,1972,Summer,Munich,Germany
"Christopher Anthony ""Chris"" Brathwaite",M,31.0,175.0,75.0,Trinidad and Tobago,1980,Summer,,Russian Federation
Hansjrg Kunze,M,28.0,179.0,63.0,Germany,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Meiliana Jauhari,F,28.0,168.0,74.0,Indonesia,2012,Summer,London,United Kingdom
"Theodore Sharp ""Ted"" Ligety",M,21.0,180.0,86.0,United States,2006,Winter,Torino,Canada
Mireille Cayre,F,21.0,159.0,51.0,France,1968,Summer,Mexico City,Mexico
Dimitrios Lappas,M,23.0,181.0,74.0,Cyprus,1996,Summer,2014,United States
Peter Znenahlik,M,24.0,176.0,82.0,Austria,1988,Winter,Calgary,NULL
Tord Asle Gjerdalen,M,30.0,182.0,74.0,Norway,2014,Winter,Sochi,Gussien Fddfration
Vitaliy Rhimov,M,19.0,170.0,60.0,Azerbaijan,2004,Summer,,Greece
Abdul Malik Faisal,M,21.0,172.0,66.0,Lndonesia,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Jos Martn Castillo Garca,M,-4721698,165.0,51.0,Mexico,1996,Summer,"""""",United States
Sou Tit Linda,F,18.0,163.0,57.0,Cambodia,2008,Summer,Beutiig,China
Daniel A. Navarrete,M,25.0,168.0,68.0,Argentina,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Alejandro Fabin Hernando,M,28.0,180.0,68.0,Argentina,2004,Sumoer,Athina,Greece
Hammadi Ahmad Abdullah Al-Daiya,M,26.0,172.0,76.0,Iraq,2016,Summer,2000,Brazil
Sven-ke Lundbck,M,24.0,175.0,66.0,Sweden,1972,Winter,173.0,Japan
Rgis Tranquille,Beijing,25.0,182.0,74.0,Seychelles,1980,Summer,Moskva,Russian Federation
Giorgio Lalle,M,19.0,184.9712544,79.1404741,Italy,1976,Summer,Montreal,Canada
Mathias Behounek,M,26.0,186.0,95.0,Germany,2002,Winter,Swlt Lakd City,United States
Ana Iliu,F,22.0,179.0,74.0,Romania,1980,Summer,Moskva,null
Osama Nassir Al-Khurafi,M,17.0,180.0,75.0,Kuwait,1980,Summer,Innsbruck,Russian Federation
Herbert Winters,M,23.0,170.0,69.0,Germany,1960,Summer,Roma,Italy
Veikko Johannes Hakulinen,M,35.0,284,66.0,Finland,1960,Winter,Squaw Valley,United States
Jo Yong-Suk,F,23.0,163.0,60.0,"Korea, Dem. People’s Rep.",2012,Summer,London,United Kingdom
Aleksandra Vasilyevna Rodionova,F,-6515929,172.0,66.0,Russian Federation,2010,Winter,Vancouver,Canada
Gustavo Augusto Roxo de Lima,M,39.0,185.0,82.0,Portugal,2016,Summer,Rio de Janeiro,Italy
Li Lingwei,F,27.0,174.0,72.0,China,2016,Summer,Rio de Janeiro,Germany
Tom Verner,M,-5420247,180.0,72.0,Czech Republic,2010,Winter,Vancouver,Canada
John Charles Abrams,unknown,25.0,183.0,73.33043793,New Zealand,1960,Summer,Roma,Italy
Radek tpnek,82.0,29.0,186.0,79.0,Czech Republic,2008,Summer,Beijing,China
Vadims Vasievskis,United Kingdom,22.0,188.0,102.0,Latvia,2004,Summer,Athina,Greece
Andrea Gyarmati (-Hesz),F,18.0,170.0,64.0,Hungary,1972,Summer,Munich,Germany
David Griff,M,19.0,178.2291667,79.76388889,Australia,1976,Winter,Innsbruck,Austria
Deepika Thakur,F,29.0,159.0,61.0,India,2016,Summer,Rio de Janeiro,Summer
Yevgeny Vladimirovich Malkin,M,19.0,192.0,86.0,Russian Federation,2006,Winter,Italy,Italy
Stefan Pfeiffer,M,22.0,190.0,80.0,Germany,1988,Summer,reoul,"Korea, Dem. People’s Rep."
Francesca Costa,70.0,21.0,155.0,54.0,Italy,1960,Summer,Roma,Hungary
Fernando Eugnio Pacheco Mamede,M,19.0,174.0,58.0,Portugal,1972,Summer,Munich,Germany
Ryohei Kato,M,22.0,162.0,54.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Ilian Georgiev Iliev,M,25.0,175.0,65.0,Bulgaria,1992,Summer,Barcelona,Spain
Gilbert Larose,M,26.0,168.0,67.0,Canada,1968,Summer,Mexico City,Mexico
Joaquim Carvalho Cruz,M,25.0,187.0,74.0,Brazil,1988,Sukmer,Seoul,"Korea, Dem. People’s Rep."
Asbel Kipruto Kiprop,M,23.0,190.0,63.0,Kenya,2012,Summer,London,United Kingdom
Judith guila Hernndez,F,23.0,192.0,80.0,Cuba,1996,Summer,Atlanta,United States
