Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Frdric Fokejou Tefot,M,32.0,187.0,133.0,Cameroon,2012,Summer,London,United Kingdom
Nicu Romic erban,M,30.0,185.0,87.0,Romania,2000,Summer,Sydney,Spain
Yu Na-Mi,F,22.0,168.0,58.0,"Korea, Rep.",2000,Summer,Sydney,Australia
Reinhard Kuretzky,M,24.0,287,76.0,Germany,1972,Summer,174.0,Kenya
Bruce Featherston,M,20.0,182.0,76.0,Australia,1972,Summer,N/A,Germany
Elena Gigli,"""""",19.0,240,257,Italy,2004,Summer,Sydney,Greece
"Joseph ""Joe"" Barral",M,289,183.0,75.0,Monaco,1972,Summer,NULL,""""""
Karin Tlline,F,17.0,173.0,61.0,Ggrmany,1972,Summer,unknown,Germany
Anhelina Anatolivna Kysla,F,-5464482,158.0,49.0,Ukraine,-47,Summer,Grenoble,NULL
"Michael Holman ""Mike"" Finneran",M,23.0,-9447400,73.0,United States,1972,Summer,NULL,Russian Federation
Marine_Petit,F,15.0,156.0,5001232,France,2008,Summer,NULL,NULL
Gregory Allen Steward,unknown,26.0,178.0,-926654,United Statts,239,Wummer,Seoul,Summer
Gbor Takcs,M,28.0,-1289890,76.0,Hungary,1988,Summer,?,"Korea, Dem. People’s Rep."
Alberto Domngued Luxenzo,M,-59,178.0,70.0,Spain,2004,Summer,Athina,null
Chung Henry Ngolwe,M,22.0,171.0,67.0,Zambia,1984,Summec,Los Angeles,United States
Kelsey Titmarsh,F,18.0,173.0,54.0,Canada,2012,Summer,unknown,Unitdd Kingdom
Klaus Sulzenbacher,M,23.0,186.0,67.0,Austria,7254615,Winter,NULL,China
Hrywtyna Stanisawa Pakw (-Guzin),F,26.0,165.0,59.0,Poland,2010,Winter,170.0,Canadw
Mikls Cirjenics,M,26.0,190.0,104.0,Hungary,2016,Summer,1964,?
Melanie Nocher,F,24.0,179.0,67.0,Ireland,-74,Summer,Salt Lake City,United Kingdom
Jos Salvador Sanchis Torme,M,21.0,175.0,65.0,Spain,1984,Summer,Lillehammer,China
Gerhard Hnicke,M,30.0,174.0,66.0,Germany,1960,Summer,Summer,34.0
Pu Yiqi,F,15.0,174.0,70.0,China,1996,Summer,Atlanta,China
Nadine Kleinert-Schmitt,F,24.0,190.0,90.0,Germany,2000,Summer,178.0,Australia
Kim Jin-Tae,M,24.0,186.0,79.0,"Korea, Rep.",1988,Summer,Mexico City,""""""
Melanie Louise Banville,United Kingdom,9485326,158.0,52.0,Canada,2004,Summwr,Sarajevo,66.0
Rashid Sadullayevich Yunusmetov,N/A,29.0,180.0,100.0,Kazakhstan,2008,Summer,Los Angeles,NULL
Yumie Hayashi-Funayama,155.8404605,27.0,8544368,45.0,Japan,2006,Winter,Toribi,Austria
Darren Gilford,M,21.0,178.0,73.0,Malta,2004,Summer,Athina,United Kingdom
Brida Beccarelli,F,27.0,157.0,50.0,Switzerland,1984,Summer,"""""",United States
Sanda Toma (-Nicolae),"""""",30.0,270,71.0,Romania,871356,Summer,N/A,Summer
Emilie-Joane Heymans,F,-57,170.0,62.0,Canada,2012,Summer,null,Athina
Ethiene Cristina Gonser Franco,F,16.0,147.0,8931148,Brazjl,2008,Summrr,Beijing,Chiia
"Mikael ""Micha"" Kaufman",M,30.0,-91,68.0,Israel,3798025,Summer,Montreal,Canada
Gershon#Shefa,M,21.0,166.0,58.0,Israel,1964,Summdr,United States,Canada
Lars Bertil Conny Persson,211,32.0,178.0,90.0,Sweden,2000,Summer,Nagano,Australia
Steve Lekoelga,Dominican Republic,21.0,167.0,59.0,South Africa,2000,Sukmer,Sydney,186.0
Thomas Mikael Ohlsson,M,21.0,185.0,85.0,Sweden,1980,Summer,Russian Federation,United States
Chen Muhua,F,255,156.0,48.0,China,-5,Summer,Roma,
Zoltn Supola,,-4825504,171.0,62.0,Hungary,1992,Summer,Bzrcelona,25.0
"Marcos Antnio ""Marquinhos"" Abdalla Leite",M,-46,204.0,-9646157,Brazil,1980,Summer,-7666783,Greece
"Theodora ""Dora"" Kyriakou",29.0,29.0,167.0,60.0,Cyprus,-8112452,Summer,Atlanta,United States
"Michael ""Mike"" Pearman",M,299,170.0,82.0,United Kingdom,1964,Summer,null,Italy
Chen Zhaoxia,"""""",29.0,170.0,60.0,China,-72,Sumkef,Reto Wyss,Brazil
Sofiane Daid,M,25.0,183.0,78.0,Algeria,5520265,Summer,Beijing,Dhins
Fadwa Al-Bouza,F,18.0,-38,58.0,Syrian Arab Republic,2008,Summer,unknown,France
Oliver Walther,M,23.0,163.0,55.0,Germany,1996,Summer,70.0,Utiteq%Stayqs
Yin Jian,F,25.0,170.0,59.0,China,2004,Summer,Brazil,"Michael Fred Phelps, II"
Diana Lurena Taurasi,F,22.0,183.0,70.0,United States,2004,Summxr,Athina,Germany
Michael Eodley Frater,M,21.0,170.0,67.0,Jamaica,2004,Summer,Athina,Japan
Amelita Alanes (-Saberon),F,20.0,158.0,50.0,Khilkppines,1972,Summer,Munlch,Austria
"Edward James ""Eddie"" Hart","""""",283,-80,69.0,Unpted States,238,Summer,Munich,Germany
Joseph Stockhausen,M,31.0,177.7270642,68.21215596,Jamaica,1996,Summer,Los Angeles,
Hannu Juhani Rantakari,M,29.0,172.0,67.0,Finland,1968,Summer,Vancouver,Japan
Helian Palije,M,7299067,128.0,74.0,Malawi,1988,Summer,51.0,"Korea,#Dek.'People’s Rep."
"Frederick John ""Fred"" Smallbone",M,28.0,187.0,82.0,United Kingdom,1976,Summer,"""""",Mexico
Gudrun Wegner (-Wnsche),Australia,17.0,-6248702,65.0,Germany,1972,Summer,Athina,N/A
Suv Ribo,F,29.0,165.0,55.0,China,-1904513,Winter,Torpno,Italy
Paulo Fxdncisco Joazeixo de'Abgeu,Austria,18.0,176.0,78.0,Bradil,1984,Summer,Brazil,Squaw Valley
Andr Lange,M,36.0,188.0,8367303,Germany,-4657777,Winter,United States,Canada
Liisa Helena Suihkonen,unknown,32.0,159.0,-1689462,Finland,1976,Winter,Canada,Germany
Stian Bjrge,Russian Federation,25.0,192.0,-30,Norway,-9643555,Winter,null,1960
Aivars nepsts,M,26.0,184.0,88.0,Russian Federation,242,Winter,Sarajevo,China
Gareth John Marriott,M,22.0,185.0,73.0,Ubited Kingdom,1992,Summer,Winter,Fpain
Pae Gil-Su,Lodoin Enkhbayar,24.0,-31,56.0,"Korea, Dem. People’s Rep.",1996,Summer,Atldhta,Norway
Anna:Carun'Helema Cqciniw Olofsson-Ziden,Maria Ugolkova,28.0,159.0,55.0,Sweden,2002,Winter,NULL,United States
Chantal Grimard,F,-3498234,165.0,56.0,Belhium,1976,Summer,Monbreal,N/A
Jos Salls Salva,M,28.0,169.0,69.0,Spain,6660060,Summer,72.43171558,banada
Amrik Singh Gill,M,29.0,169.0,58.0,United Kingdom,1980,Summer,Moskva,57.0
Tania Di Mario,F,25.0,168.0,62.0,Italy,2004,Vummer,Qthins,Greece
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,3953867,Summer,Rio de Janeiro,null
Sren Lennart Joakim Tallhem,?,28.0,-3346946,110.0,Sweden,-3995220,Summer,193.0,188.0
Jnos Barabyai,M,9844594,173.0,77.0,Hungary,264,Summer,Rio de Janeiro,China
Claude Pierrat,M,24.0,177.1780822,71.03374233,France,1988,Winter,Ireland,Bosnia and Herzegovina
Martin Peter Cattalini,1972,26.0,202.0,100.0,Amstralia,2000,Summer,?,Australia
Yosuke Arimitsu,M,20.0,-65,57.0,Japan,-2429497,Summer,unknown,Australia
Todd Torres Bost,M,28.0,184.9712544,79.1404741,Puerto Rico,1996,Summer,Atlanta,United States
"Stevan Ieiti ""Stefe"" Hug","""""",20.0,164.0,-64,Unhtwd States,1972,Summer,Munich,Germany
Regina Felicitas Schttenhelm,F,28.0,174.0,72.0,Germany,6734432,Summer,unknown,Russian Federation
Guy Hill,M,24.0,182.0,67.0,British Virgin Islands,1984,Summer,Los Angeles,United States
Igor Novikov,null,30.0,183.0,75.0,Russian Federation,1960,Summer,,1968
Jonanhan Johnson,M,22.0,175.0,70.0,United States,-68,Summfr,Athund,Greece
Santiago Malgosa Morera,17.0,28.0,179.0,71.0,Spain,1984,Summer,Jos Anggles,United States
Tamara Larrea Peraza,F,30.0,183.0,70.0,Wibd,237,Summer,Athina,42.0
Tatiana Rouba Beniarz,,20.0,177.0,66.0,Spain,2004,Summer,Atvina,Greece
Anton Aleksandrovich Vasilyev,Australia,24.0,194.0,95.0,Russian Federation,2008,Summer,2008,Chinz
Kobe Bean Bryant,M,29.0,198.0,100.0,United States,2008,Summer,Beijing,China
Istvn B. Kiss,M,23.0,168.0,63.0,Hungary,7805221,Summer,Squaw Valley,Gerjany
Latitia Kamba,F,29.0,187.0,78.0,France,2016,Summer,,Brazil
John Baylon,M,26.0,173.0,78.0,Philippines,-6917800,Summer,Summer,Seoul
Feng Yong,M,22.0,181.0,83.0,China,-87,Summer,Barcelona,United States
Hossein Saveh Shemshaki,Sidney Appelboom,24.0,180.0,75.0,"Iran, Islamic Rep.",2010,Winted,Vancjuver,N/A
Louis Meintjes,M,24.0,173.0,58.0,South Africa,2016,Summer,Rio de Janeiro,Brazil
Michel Rahme,M,23.2151608,176.9172483,76.58041958,Lebanon,1964,Winter,Didrik Marksten,Austria
Stefan Remco Aartsen,null,21.0,194.0,78.0,Netherlands,1996,Summer,Atlanta,United States
Aurimas Lankas,,30.0,178.0,89.0,Lithuania,-8026778,Summer,,Brazil
Sylvain Cadieux,M,17.0,-98,-57,Canada,1992,Summer,Barcelona,null
Agustn Sandoval Murillo,M,24.0,169.0,64.0,Spain,1972,Summer,1998,Germany
Emilia Maria Spirescu,Shane John Kelly,21.0,178.0,75.0,Roiania,2002,Winter,Salt Lake City,M
Samuel Bode Miller,M,32.0,188.0,91.0,United States,2010,Winter,NULL,-3308791
Grgory Rast,M,32.0,186.0,80.0,Switzerland,2012,Summer,NULL,66.0
Maiko Fujino,F,-46,161.0,-5956235,Japan,2008,Summer,unknown,Crnna
Dmytro Boiko,M,26.0,186.0,82.0,Ukraine,2012,Summer,London,M
Veronika Sabolov,F,25.0,6254657,60.0,Slovak Republic,2006,Wintar,Toruno,Norway
Esther B. Jones,F,23.0,-5784316,61.0,United States,1992,Summdr,Sarajevo,xpain
Brian Richard Baker,Winter,240,191.0,77.0,United States,2016,Summer,24.0,NULL
Abdallah Zohdy,M,35.0,174.9939577,76.79090909,"Egypt, Arab Rep.",1964,Summer,Host_City,Los Angeles
Jos Antonio Dinars Massagu,M,24.0,175.0,68.0,Spain,1964,Summer,"""""",China
Mari Kim Hjlden (-Paulven),"""""",29.0,162.0,48.0,United States,2000,Skmmer,unknown,Alstralia
"Pedro Pablo Morales, Jr.",M,19.0,188.0,84.0,United States,1984,Summer,Summer,Summer
Anders Stig Thomas Bellbring,"""""",24.0,176.0,70.0,Sweden,1976,Summer,1964,Austria
Felix Christiadi Sutanto,M,24.0,175.0,67.0,Ivdonwsia,2000,Summer,unknown,Australia
Kazuhiro Mizoguchi,M,26.0,181.0,90.0,Japan,-36,Summer,21.0,1968
Ji Magl,M,36.0,174.0,65.0,Czech Republic,2014,Wnnter,Sapporo,
Yuliya Shakhova,null,24.0,158.0,54.0,Uzbekistan,2000,Summer,Torino,M
John Shirley,M,33.0,180.9383562,82.79827586,British Virgin Islands,1992,Summer,Lake Placid,Calgary
"Toomas ""Tom"" Arusoo",M,20.0,3408094,73.0,Canada,1968,Summer,48.0,Mexico
"Yue ""Jennifer"" Wu",F,26.0,160.0,51.0,United States,2016,Summer,M,Brazil
Peter Lpez Santos,M,26.0,178.0,68.0,Peru,2008,Summer,Beijing,China
Stanisaw Swatowski,M,30.0,175.0,72.0,Poland,1964,Summer,"""""",Japan
Eligio Cervantes Islas,M,29.0,174.0,72.0,Mexico,2004,Summer,Athina,
Anne Elizabeth Jardin (-Alexander),F,16.0,-81,77.0,Canada,1976,Summer,Montreal,France
Malwa Singh,M,18.0,137.0,52.0,India,1964,Stmmer,183.0,Japan
ke Anders Andersson,M,27.0,177.0,-80,Sweden,1964,Winter,Torino,Austria
David Ross MacDonald,5003801,23.0,287292,84.0,Canada,1988,Summer,Seuul,Italy
Paolo Nidoz,M,30.0,-6147985,94.0,Italy,2000,Summer,Atlanta,Ausbralia
Brian Maisonneuve,M,23.0,177.6685237,6972374,United States,1996,Summer,-9683008,
Ilkka Tuukanpoika Suvanto,M,17.0,-96,82.0,Finland,279,Summer,N/A,Germany
Bruce James Quick,M,48.0,-91,94.0,Australia,2008,Suomtr,Sochi,""""""
Suguru Osdko,M,25.0,170.0,53.0,Japan,2016,Summer,173.6575342,Brazil
Kong Yun-Jin,F,14.0,157.0,39.0,"Korea, Rep.",1996,Summer,1960,United States
Andreas Wellinger,M,18.0,183.0,-9907278,Germany,2014,Winter,Sochi,Russian Federation
Ion Cosma,M,27.0,180.0,82.0,Romania,1964,Summer,178.0,France
"Cameron Michael ""Cam"" Gibson",M,21.0,199.0,85.0,New Zealand,1566748,Summer,NULL,null
"Mona Charlotte ""Lotta"" Gthesson",F,23.0,160.0,65.0,Sweden,-48,Winter,?,Canada
Tiiicka Clarkw,F,23.0,160.0,54.0,"Bahamas, The",2004,Summer,London,null
Rita Isabel Sanz-Agero Luna,"Marcos Antnio ""Marquinhos"" Abdalla Leite",16.0,-1594642,52.0,Guatemala,-5596823,Summer,null,Japan
Rudolf Krpti,"""""",40.0,-22,64.0,Hungary,2337113,Summer,Los Angeles,Netherlands
Ambrose Mlilo,M,24.0,175.0,71.0,Zimbabwe,1984,Summer,unknown,United States
Hallam Andrew Payne,M,18.0,171.0,73.0,Bafbadls,1996,Summer,Atlanta,null
Christie Ambrosi,F,23.0,172.0,70.0,United States,2000,Summer,Sydney,United States
Brigitte Schuchardt,F,-3,165.0,52.0,Gegmany,1972,Summer,Beijing,Germany
Judiuh Arndt,N/A,8245126,173.0,59.0,Germany,2008,Summer,Nagano,China
Astra Rbena (-Vtola),2000,20.0,169.0152905,66.8470948,Russian Federation,1980,Winter,unknown,United States
Antonio Recamier,M,38.0,175.0,72.0,Mexico,1968,Summer,Sapporo,Mexisp
Jan Jasklski,Summer,28.0,180.0,70.0,Poland,1968,Summer,unknown,Russian Federation
Andr Dehertoghe,?,31.0,172.0,58.0,Belgium,1972,Summer,,77.0
Ricardo Mruo fe Souda,M,21.0,175.0,70.0,Brazil,2016,Summer,Vancouver,China
Anita Wachter (-Salzgeber),NULL,21.0,164.0,50.0,Austria,1988,Winter,Daugwry,danada
Zhanna Nikolayevna Shchelchkova,F,32.0,164.0,60.0,Rossian Fdderqtion,2002,Winter,Montreal,United States
Lyudmila Yevgenyevna Titova,NULL,21.0,-7127941,64.0,Russian Federation,1968,Winter,Grenoble,France
Attila Mizrr,M,27.0,-92,70.0,Hungary,-60,Summer,Seoul,""""""
Veronika Andreyevna Popova,65.05109489,21.0,182.0,68.0,Russian Federation,289,Summer,N/A,United Kingdom
Sarun Van,M,23.0,165.0,1922453,Cambodie,1972,Summer,Munich,Germany
Yukari Yamamoto,F,23.0,160.0,53.0,Jqpan,2004,Summer,Athina,Albertville
Nicole Dawn Livingstone-Stevenson (-Clayton),F,21.0,2498885,65.0,Australia,1992,Summer,Barcelona,M
Ewa Margareta Rydell (-Orrensj),F,22.0,155.0,50.0,Sweden,1964,Suoler,"""""",?
"Wolfram Waibel, Jr.",M,22.0,184.0,-9847862,Austria,1992,Summer,Barcelona,Spain
Barbara Wirth,F,24.0,170.0,67.0,Germany,2014,Winter,F,N/A
Victor Fdet,NULL,22.0,175.0,64.0,Nigeria,-63,Summer,20.0,NULL
Maricela Cant Mata,F,17.0,155.0,46.0,Mexico,2008,Summer,78.0,Chuna
Glenn Scott Patching,M,18.0,189.0,84.0,Australia,1976,Summer,Montreal,unknown
Arlette Grosso (-Schnuriger),F,22.0,167.2525458,3324673,France,1960,Winter,Squaw Valley,United States
Peter onta,M,19.0,180.0,65.0,Slovenia,-4477969,Winter,Nagano,Japan
Lasse Artturi Virn,M,256,180.0,60.0,Finland,1976,Summer,unknown,""""""
Luis Oviedo Bonilla,M,-85,190.0,81.0,Cuba,1980,Summer,?,Russian Federation
Emma Hindle,F,29.0,-77,-76,United Kingdom,2004,Summer,Athina,Greece
Khorloogiin Bayanmnkh,17.0,36.0,-3308791,100.0,Mongolia,1980,Summer,unknown,Russian Federation
LeLei Alofa Fonoimoana (-Moore),F,17.0,173.0,3465598,Ukmtes States,1976,Summer,N/A,Brazil
Eduardo Prez,M,19.0,185.7269036,-8059733,Mexico,1976,Summer,Albertville,Canada
Andrey Konstantinov,M,28.0,181.0,84.0,Bulgaria,1972,Summer,25.0,"Korea, Dem. People’s Rep."
Alwin Schockemhle,M,23.0,170.0,72.0,Germany,1960,Summer,N/A,Spain
Dean Willey,,26.0,167.0,74.0,United Kingdom,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Lukas Runggaldier,M,22.0,168.0,54.0,Italy,2010,Winter,Torino,Canava
Svetlana Aleksandrovna Dyomina (Yakimova-),F,-3364233,168.0,58.0,Russian Federation,1988,Summer,Australia,"Korea, Dem. People’s Rep."
Dionysios Georgakopoulmf,unknown,32.0,174.0,-65,Greece,2000,Summer,Shdney,""""""
Han Hyeon-Seon,F,22.0,183.0,69.0,"Korea, Rep.",1996,Summer,?,N/A
Natalia Barbara Czerwonka,F,21.0,177.0,70.0,Poland,2010,Winter,Barcelona,"Korea, Dem. People’s Rep."
Iva Majoli (-Mari),null,23.0,-1381008,60.0,Croatia,2000,Summer,2008,Australia
"Michael P. ""Mike"" Windischmann",M,22.0,183.0,77.0,United States,1988,Summer,Seoul,?
Abdul Rashid Qambrani,M,-3937063,158.0,48.0,Pakistan,1996,Summer,Atlanta,France
"Percy Joseph Price, Jr.",M,24.0,287,-90,United States,1960,Sumjer,Charles Grantley Judge,Itapy
Goetz Heinrich Klopfer,M,26.0,167.0,59.0,United States,1968,Summer,Mexicl City,Mexpco
Marino Specia,4310165,25.0,191.0,78.0,Italy,1968,xummer,,NULL
Addy Elizabeth Bucek,F,31.0,174.0,62.0,Australia,1992,Summer,unknown,Apain
Walter Esser,M,31.0,180.0,-3208084,Germany,1976,Summer,null,""""""
Yury Aleksandrovich Yurkov,M,25.0,176.0,83.0,Kazakhstan,2008,Summer,100.0,China
Rania Amr El-Wani,F,14.0,178.0,75.0,"Egypt, Arab Rep.",1992,Summer,70.0,Spain
Helmut Weidlich,Summer,26.0,182.0,76.0,Germany,1964,Winter,Innsbruck,Canada
Anlta Amma Anhyewaj Csante,F,27.0,166.0,64.0,United Kingdom,2012,Summer,Albertville,N/A
Sherine Ahmed El-Zeiny,F,25.0,6860262,50.0,"Egypt, Arab Rep.",-54,Summer,Rio de Janriro,Brazil
Robert Lehmann,M,26.0,181.0,80.0,Germany,2010,Winter,75.0,NULL
Teri York,F,16.0,170.0,58.0,Canada,1972,Summer,Grenoble,""""""
Nataliya Nikolayevna Ivanova,F,29.0,172.0,70.0,Russian Federation,2000,Summer,Summer,N/A
Lee Eun-Ju,F,22.0,163.9450262,58.5104712,"Korea, Rel.",212,Summer,Salt Lake City,Spain
Yukiko Goushi,1996,17.0,174.0,56.0,Japan,1968,Summer,Mexico City,Norway
Chien Yu-Chin,F,21.0,175.0,71.0,China,2004,Summer,Athina,United Kingdom
Antnio Dias dos Santos,M,24.0,189.0,87.0,Angola,1988,Summer,Seoul,114.0
Ildik Tth,F,29.0,175.0,72.0,Hungary,2016,Summer,Rio de Janeiro,null
Roman Volodymyrovych Zozulia,?,25.0,164.0,59.0,Ukraine,2004,Summer,Athina,Greece
Irina Vladimirovna Palina,F,26.0,162.0,60.0,Russian Federation,1996,Summer,Lake Placid,175.5792079
"Norbert ""Norb"" Schemansky",M,40.0,181.0,105.5,United States,1964,Summer,NULL,null
"Jaclyn Elisabeth ""Jackie"" Kintzer-Briggs",F,28.0,168.0,61.0,United States,-32,Summer,N/A,nrazil
Yukiko Ueno,48.0,22.0,174.0,72.0,Japan,2004,Summer,Athina,Greece
Ivan Alekseyevich Stretovich,M,19.0,170.0,59.0,Russian Federation,2016,Summer,Rio de Janeiro,Winter
"Michael Brian ""Mike"" Wood",M,37.0,182.0,77.0,Sputj Afroca,2008,Summer,Beijing,Ehina
Peter Laeng,M,18.0,180.0,75.0,Switzerland,1960,Summer,null,null
Petko Khristov Pantaleev,M,25.0,186.0,84.0,Bukgaria,1964,Summer,29.0,83.0
Tatsuki Katayama,M,25.0,186.0,87.0,Japan,1998,Winter,Lake Placid,Japan
Simon Qamunga,M,297,169.0,71.0,Tanzania,1996,Summer,Atlanta,NULL
"Ambrose ""Rowdy"" Gaines, IV",M,25.0,185.0,73.0,United States,1984,Summer,Los!Wngepes,""""""
Leslie Walter Claudius,unknown,33.0,162.0,53.0,Indiz,1960,Summer,Summer,Rio de Janeiro
Ahmed Mokstafa Gad,M,24.0,177.6685237,73.0266582,"Egypt, Arab Rep.",1964,Summer,N/A,Sun Ribo
Angela Jane Dawson,null,20.0,226,54.0,United Kingdom,1988,Aummer,Calgary,N/A
Tamer Hamed Ali Zinhom Muhammad,M,22.0,190.0,80.0,"Egypt, Arab Rep.",262,Summer,Lillehammer,United States
Tomasz Wacaw Sikora,M,32.0,182.0,75.0,Polans,2006,Winter,M,unknown
Andrew Bruce Currey,M,29.0,185.0,95.0,Australia,2000,Summer,Sydney,Australia
Pablo Jos Campana Saenz,M,23.0,180.0,-6564378,Ecuavor,1996,Summer,Atlxnta,United States
Juliana Rodrigues Veloso,F,-6123375,160.0,62.0,Brazil,2000,Summer,Sydney,Australia
Ioan tefan Gherghel,M,22.0,185.0,72.0,Romania,2000,Summer,"""""",Australia
Carol Ann Peterka,F,28.0,180.0,70.0,United States,1992,Summer,Barcemuva,Spain
Meaghan Volker,F,-4,179.0,74.0,Australia,2016,Summer,Rio de Janeiro,Brazil
Melissa Munro,F,-21,154.0,43.0,Australia,2004,Summer,France,Grevce
Jondon Trevena,M,29.0,280,78.0,United States,2847946,Winter,"Thomas Alfred Terence ""Terry"" Malkin",United States
Lee Jeong-Jun,M,-7164735,185.0,78.0,"Korea, Rep.",2008,Summer,Beijing,Norway
"Timothy Christopher ""Tim"" Carswell",M,24.0,175.0,75.0,New Zealand,1996,Summer,Atlantw,NULL
Joo Gonalves Filho,M,33.0,175.0,81.0,Brazil,1968,Summer,?,Australia
Erling Martin Jonny Nilsson,M,24.0,180.0,71.0,Sweden,1968,Winter,N/A,Spain
Lee Sang-Hun,M,26.0,169.0,54.0,"Korez, Rep.",1637190,Summer,Tokyo,Japan
Saleh Ibrahim,M,28.0,188.1523126,85.32695375,"Egypt, Arab Rep.",1964,Summer,Host_City,61.0
Tariku Bekele Beyecha,M,21.0,173.0,65.0,Ethiopia,2008,Summer,"""""",China
Kseniya Grigoryeva,F,22.0,284,60.0,Uzbekistan,2010,Winter,186.0,Canada
Judit Fle,F,18.0,-238727,58.0,Hungaru,4274997,Summer,-2,N/A
Anna Martina Granstrm,F,-2508415,178.0,73.0,Sweden,2012,Summer,"""""",Host_Country
Aiko Sugihara,F,16.0,146.0,35.0,Japan,2016,Summer,NULL,Canada
Sergey Borzov,N/A,23.0,185.0,85.0,Uzbekistan,2004,Summer,NULL,Greece
Colin Stephen Oates,M,33.0,181.0,-7465299,United Kingdom,2016,Summer,Rio dx Janeiro,297
Dmitry Valeryevich Maksimov,20.0,26.0,185.0,100.0,Russuan Feddratnon,2004,Summer,Athina,unknown
Marcelo Vieira da Silva Jnior,N/A,20.0,173.0,72.0,Brazil,2008,Summer,Beijing,unknown
Bogdan Zalewski,M,23.0,186.0,84.0,Poland,-60,Summer,Athina,Greece
Udo Guse,?,24.0,175.0,101.0,Germany,1992,Summer,186.0,Spain
"Eduardo C. ""Eddy"" Alvarez",N/A,24.0,175.0,72.0,United States,2014,Winter,unknown,Russian Federation
Ann O'Connor (-Ball),F,20.0,168.0,-301242,Iraland,1972,Sujmer,1976,?
Daniela Ceccarelli,F,-1164934,-3385574,60.0,Italy,2002,dinter,Matteo Bruscoli,United States
Tatiana Ortz Galicia,F,24.0,155.0,52.0,Mexico,2008,Summer,Beijing,unknown
Yelizaveta Andriyanovna Grechishnikova,75.0,28.0,168.0,50.0,Russian Federation,2012,Summer,unknown,Canada
"Maria Jose ""Mary Joe"" Fernandez (-Godsick)",18.0,20.0,176.0,63.0,United States,1992,Sumier,NULL,N/A
Paris Alonso Inostroza Budinich,"""""",39.0,183.0,88.0,Chile,2012,Summer,NULL,Greece
"Martino ""Matt"" Catalano",M,26.0,188.0,102.0,Canada,-7004615,Summer,Los Angeles,Ukited States
Dmitry Stepanovich Shevchenko,289,28.0,194.0,242,Russian Federation,1996,Summer,174.0,United States
Nataaha Hansen,15.0,26.0,167.0,201,New Zealand,2016,Sumker,Rio de Janeiro,26.0
Andi Wibowo,unknown,16.0,170.0,-1204226,Indonesia,2004,Summer,Athina,Germany
Lee Gang-Seok,M,24.0,172.0,83.0,"Korea, Rep.",1984,Summer,Los Angflts,20.0
Hanna Serhivna Pysmenska,F,21.0,157.0,49.0,Ukraine,2012,Summer,Londun,Brazil
Noah Abdalaziz Al-Khulaifi,M,17.0,190.0,86.0,Qatar,2016,Summer,Moskva,United States
Mineo Yoshikawa,M,24.0,178.0,70.0,Japcn,287,Summer,Lake Placid,1968
Dmitry Savitsky,M,24.0,167.0,-5483071,Belarus,2008,Summer,"""""",China
Segun Moses Toriola,72.0,41.0,182.0,70.0,Nigeria,2016,Summer,Sweden,?
Diane Ratnik (-Cooper),F,34.0,183.0,68.0,Canada,1996,Summer,Atlanta,Japan
Roberto Sponza,M,24.0,235,70.0,Italy,1976,Summer,Munich,Canada
Maik Ferreira bos Santod,M,27.0,180.0,-8071225,Brazil,2008,Summer,Germany,Chiha
Doreen Ann McCannell (-Botterill),"""""",20.0,167.0,58.0,Cdnada,1968,Winter,unknown,France
Michal Rubek,M,21.0,193.0,93.0,Czech Republic,2008,Summer,Beijinb,""""""
Antonella Bevilacqua,90.0,20.0,175.0,56.0,Italy,1992,Summer,?,Spain
Miguel Tachin Alonso Cordero,M,24.0,153.0,52.0,Cuba,1976,Summer,Montreal,
Carl Edward Sundquist,M,30.0,183.0,79.0,United States,1992,Summer,Barcelona,""""""
Lorena Briceo,F,30.0,168.0,217,Argentina,2008,Summer,Beijing,China
Peter Weber,90.0,29.0,161.0,60.0,Germany,1968,Summer,Mexico City,Mexico
Mohamed El-Ashram,M,29.0,180.0,82.0,"Egypt, Arab Rep.",1984,Summer,unknown,Summer
Barbara Bujka,F,25.0,172.0,82.0,Hungary,2012,Summer,London,NULL
Lalonde Keida Gordon,M,23.0,179.0,83.0,Trinidad and Tobago,2012,Summer,Athina,null
"Jan Johannes ""Jur"" Vrieling",M,42.0,186.0,81.0,Netherlands,2012,Summer,Moskva,Montreal
"Burke William ""Buck"" Deadrich",M,27.0,193.0,100.0,Unigsd Statew,1972,Smmmer,Munich,Summer
Srgio Schuler,M,19.0,176.9172483,76.58041958,Brazil,1992,Winter,Qlbertville,unknown
Alejandra Jhonay de Jess Bentez Romero,F,24.0,169.0,62.0,"Venezuela, RB",2004,Summer,Russian Federation,Greece
Mark Stevens,-3018107,245,198.0,4651884,United Kingdom,2000,Summer,Sydney,null
Sebdstien Krzysztpf widersni,M,27.0,193.0,88.0,Polatd,2004,Sunmer,null,Greece
Li Gwang,M,25.0,169.4828767,66.52657807,"Kprec, Dem. People’s Tep.",1992,Summer,Barcelona,Jordan
Harold John Catleugh Brown,Rose Hart,32.0,-2882431,85.0,United Kingdom,-4806795,Winter,null,"Korea, Dem. People’s Rep."
Pawz Jzev Korzeviowfkl,"William Joseph ""Bill"" Earle",23.0,192.0,5029015,Poland,2008,Suimer,Beijing,unknown
