Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Tania Di Mario,F,25.0,168.0,62.0,Italy,2004,Summer,Athina,Greece
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Sren Lennart Joakim Tallhem,M,28.0,192.0,110.0,Sweden,1992,Summer,Barcelona,Spain
Jnos Barabyai,M,24.0,173.0,77.0,Hungary,2008,Summer,Beijing,China
Claude Pierrat,M,24.0,177.1780822,71.03374233,France,1988,Winter,Calgary,Canada
Martin Peter Cattalini,M,26.0,202.0,100.0,Australia,2000,Summer,Sydney,Australia
Yosuke Arimitsu,M,20.0,166.0,57.0,Japan,1964,Summer,Tokyo,Japan
Todd Torres Bost,M,28.0,184.9712544,79.1404741,Puerto Rico,1996,Summer,Atlanta,United States
"Steven Keith ""Steve"" Hug",M,20.0,164.0,64.0,United States,1972,Summer,Munich,Germany
Regina Felicitas Schttenhelm,F,28.0,174.0,72.0,Germany,1992,Summer,Barcelona,Spain
Guy Hill,M,24.0,182.0,67.0,British Virgin Islands,1984,Summer,Los Angeles,United States
Igor Novikov,M,30.0,183.0,75.0,Russian Federation,1960,Summer,Roma,Italy
Jonathan Johnson,M,22.0,175.0,70.0,United States,2004,Summer,Athina,Greece
Santiago Malgosa Morera,M,28.0,179.0,71.0,Spain,1984,Summer,Los Angeles,United States
Tamara Larrea Peraza,F,30.0,183.0,70.0,Cuba,2004,Summer,Athina,Greece
Tatiana Rouba Beniarz,F,20.0,177.0,66.0,Spain,2004,Summer,Athina,Greece
Anton Aleksandrovich Vasilyev,M,24.0,194.0,95.0,Russian Federation,2008,Summer,Beijing,China
Kobe Bean Bryant,M,29.0,198.0,100.0,United States,2008,Summer,Beijing,China
Istvn B. Kiss,M,23.0,168.0,63.0,Hungary,1972,Summer,Munich,Germany
Latitia Kamba,F,29.0,187.0,78.0,France,2016,Summer,Rio de Janeiro,Brazil
John Baylon,M,26.0,173.0,78.0,Philippines,1992,Summer,Barcelona,Spain
Feng Yong,M,22.0,181.0,83.0,China,2008,Summer,Beijing,China
Hossein Saveh Shemshaki,M,24.0,180.0,75.0,"Iran, Islamic Rep.",2010,Winter,Vancouver,Canada
Louis Meintjes,M,24.0,173.0,58.0,South Africa,2016,Summer,Rio de Janeiro,Brazil
Michel Rahme,M,23.2151608,176.9172483,76.58041958,Lebanon,1964,Winter,Innsbruck,Austria
Stefan Remco Aartsen,M,21.0,194.0,78.0,Netherlands,1996,Summer,Atlanta,United States
Aurimas Lankas,M,30.0,178.0,89.0,Lithuania,2016,Summer,Rio de Janeiro,Brazil
Sylvain Cadieux,M,17.0,182.0,77.0,Canada,1992,Summer,Barcelona,Spain
Agustn Sandoval Murillo,M,24.0,169.0,64.0,Spain,1972,Summer,Munich,Germany
Emilia Maria Spirescu,F,21.0,178.0,75.0,Romania,2002,Winter,Salt Lake City,United States
Samuel Bode Miller,M,32.0,188.0,91.0,United States,2010,Winter,Vancouver,Canada
Grgory Rast,M,32.0,186.0,80.0,Switzerland,2012,Summer,London,United Kingdom
Maiko Fujino,F,25.0,161.0,55.0,Japan,2008,Summer,Beijing,China
Dmytro Boiko,M,26.0,186.0,82.0,Ukraine,2012,Summer,London,United Kingdom
Veronika Sabolov,F,25.0,168.0,60.0,Slovak Republic,2006,Winter,Torino,Italy
Esther B. Jones,F,23.0,171.0,61.0,United States,1992,Summer,Barcelona,Spain
Brian Richard Baker,M,31.0,191.0,77.0,United States,2016,Summer,Rio de Janeiro,Brazil
Abdallah Zohdy,M,35.0,174.9939577,76.79090909,"Egypt, Arab Rep.",1964,Summer,Tokyo,Japan
Jos Antonio Dinars Massagu,M,24.0,175.0,68.0,Spain,1964,Summer,Tokyo,Japan
Mari Kim Holden (-Paulsen),F,29.0,162.0,48.0,United States,2000,Summer,Sydney,Australia
"Pedro Pablo Morales, Jr.",M,19.0,188.0,84.0,United States,1984,Summer,Los Angeles,United States
Anders Stig Thomas Bellbring,M,24.0,176.0,70.0,Sweden,1976,Summer,Montreal,Canada
Felix Christiadi Sutanto,M,24.0,175.0,67.0,Indonesia,2000,Summer,Sydney,Australia
Kazuhiro Mizoguchi,M,26.0,181.0,90.0,Japan,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Ji Magl,M,36.0,174.0,65.0,Czech Republic,2014,Winter,Sochi,Russian Federation
Yuliya Shakhova,F,24.0,158.0,54.0,Uzbekistan,2000,Summer,Sydney,Australia
John Shirley,M,33.0,180.9383562,82.79827586,British Virgin Islands,1992,Summer,Barcelona,Spain
"Toomas ""Tom"" Arusoo",M,20.0,175.0,73.0,Canada,1968,Summer,Mexico City,Mexico
"Yue ""Jennifer"" Wu",F,26.0,160.0,51.0,United States,2016,Summer,Rio de Janeiro,Brazil
Peter Lpez Santos,M,26.0,178.0,68.0,Peru,2008,Summer,Beijing,China
Stanisaw Swatowski,M,30.0,175.0,72.0,Poland,1964,Summer,Tokyo,Japan
Eligio Cervantes Islas,M,29.0,174.0,72.0,Mexico,2004,Summer,Athina,Greece
Anne Elizabeth Jardin (-Alexander),F,16.0,179.0,77.0,Canada,1976,Summer,Montreal,Canada
Malwa Singh,M,18.0,137.0,52.0,India,1964,Summer,Tokyo,Japan
ke Anders Andersson,M,27.0,177.0,72.0,Sweden,1964,Winter,Innsbruck,Austria
David Ross MacDonald,M,23.0,175.0,84.0,Canada,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Paolo Vidoz,M,30.0,190.0,94.0,Italy,2000,Summer,Sydney,Australia
Brian Maisonneuve,M,23.0,177.6685237,73.0266582,United States,1996,Summer,Atlanta,United States
Ilkka Tuukanpoika Suvanto,M,17.0,182.0,82.0,Finland,1960,Summer,Roma,Italy
Bruce James Quick,M,48.0,185.0,94.0,Australia,2008,Summer,Beijing,China
Suguru Osako,M,25.0,170.0,53.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Kong Yun-Jin,F,14.0,157.0,39.0,"Korea, Rep.",1996,Summer,Atlanta,United States
Andreas Wellinger,M,18.0,183.0,65.0,Germany,2014,Winter,Sochi,Russian Federation
Ion Cosma,M,27.0,180.0,82.0,Romania,1964,Summer,Tokyo,Japan
"Cameron Michael ""Cam"" Gibson",M,21.0,199.0,85.0,New Zealand,2004,Summer,Athina,Greece
"Mona Charlotte ""Lotta"" Gthesson",F,23.0,160.0,65.0,Sweden,1998,Winter,Nagano,Japan
Timicka Clarke,F,23.0,160.0,54.0,"Bahamas, The",2004,Summer,Athina,Greece
Rita Isabel Sanz-Agero Luna,F,16.0,170.0,52.0,Guatemala,2008,Summer,Beijing,China
Rudolf Krpti,M,40.0,179.0,64.0,Hungary,1960,Summer,Roma,Italy
Ambrose Mlilo,M,24.0,175.0,71.0,Zimbabwe,1984,Summer,Los Angeles,United States
Hallam Andrew Payne,M,18.0,171.0,73.0,Barbados,1996,Summer,Atlanta,United States
Christie Ambrosi,F,23.0,172.0,70.0,United States,2000,Summer,Sydney,Australia
Brigitte Schuchardt,F,17.0,165.0,52.0,Germany,1972,Summer,Munich,Germany
Judith Arndt,F,32.0,173.0,59.0,Germany,2008,Summer,Beijing,China
Astra Rbena (-Vtola),F,20.0,169.0152905,66.8470948,Russian Federation,1980,Winter,Lake Placid,United States
Antonio Recamier,M,38.0,175.0,72.0,Mexico,1968,Summer,Mexico City,Mexico
Jan Jasklski,M,28.0,180.0,70.0,Poland,1968,Summer,Mexico City,Mexico
Andr Dehertoghe,M,31.0,172.0,58.0,Belgium,1972,Summer,Munich,Germany
Ricardo Mrio de Souza,M,21.0,175.0,70.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Anita Wachter (-Salzgeber),F,21.0,164.0,50.0,Austria,1988,Winter,Calgary,Canada
Zhanna Nikolayevna Shchelchkova,F,32.0,164.0,60.0,Russian Federation,2002,Winter,Salt Lake City,United States
Lyudmila Yevgenyevna Titova,F,21.0,176.0,64.0,Russian Federation,1968,Winter,Grenoble,France
Attila Mizsr,M,27.0,182.0,70.0,Hungary,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Veronika Andreyevna Popova,F,21.0,182.0,68.0,Russian Federation,2012,Summer,London,United Kingdom
Sarun Van,M,23.0,165.0,65.0,Cambodia,1972,Summer,Munich,Germany
Yukari Yamamoto,F,23.0,160.0,53.0,Japan,2004,Summer,Athina,Greece
Nicole Dawn Livingstone-Stevenson (-Clayton),F,21.0,174.0,65.0,Australia,1992,Summer,Barcelona,Spain
Ewa Margareta Rydell (-Orrensj),F,22.0,155.0,50.0,Sweden,1964,Summer,Tokyo,Japan
"Wolfram Waibel, Jr.",M,22.0,184.0,80.0,Austria,1992,Summer,Barcelona,Spain
Barbara Wirth,F,24.0,170.0,67.0,Germany,2014,Winter,Sochi,Russian Federation
Victor Edet,M,22.0,175.0,64.0,Nigeria,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Maricela Cant Mata,F,17.0,155.0,46.0,Mexico,2008,Summer,Beijing,China
Glenn Scott Patching,M,18.0,189.0,84.0,Australia,1976,Summer,Montreal,Canada
Arlette Grosso (-Schnuriger),F,22.0,167.2525458,63.18930041,France,1960,Winter,Squaw Valley,United States
Peter onta,M,19.0,180.0,65.0,Slovenia,1998,Winter,Nagano,Japan
Lasse Artturi Virn,M,26.0,180.0,60.0,Finland,1976,Summer,Montreal,Canada
Luis Oviedo Bonilla,M,23.0,190.0,81.0,Cuba,1980,Summer,Moskva,Russian Federation
Emma Hindle,F,29.0,155.0,65.0,United Kingdom,2004,Summer,Athina,Greece
Khorloogiin Bayanmnkh,M,36.0,183.0,100.0,Mongolia,1980,Summer,Moskva,Russian Federation
LeLei Alofa Fonoimoana (-Moore),F,17.0,173.0,65.0,United States,1976,Summer,Montreal,Canada
Eduardo Prez,M,19.0,185.7269036,78.89663951,Mexico,1976,Summer,Montreal,Canada
Andrey Konstantinov,M,28.0,181.0,84.0,Bulgaria,1972,Summer,Munich,Germany
Alwin Schockemhle,M,23.0,170.0,72.0,Germany,1960,Summer,Roma,Italy
Dean Willey,M,26.0,167.0,74.0,United Kingdom,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Lukas Runggaldier,M,22.0,168.0,54.0,Italy,2010,Winter,Vancouver,Canada
Svetlana Aleksandrovna Dyomina (Yakimova-),F,27.0,168.0,58.0,Russian Federation,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Dionysios Georgakopoulos,M,32.0,174.0,70.0,Greece,2000,Summer,Sydney,Australia
Han Hyeon-Seon,F,22.0,183.0,69.0,"Korea, Rep.",1996,Summer,Atlanta,United States
Natalia Barbara Czerwonka,F,21.0,177.0,70.0,Poland,2010,Winter,Vancouver,Canada
Iva Majoli (-Mari),F,23.0,176.0,60.0,Croatia,2000,Summer,Sydney,Australia
"Michael P. ""Mike"" Windischmann",M,22.0,183.0,77.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Abdul Rashid Qambrani,M,21.0,158.0,48.0,Pakistan,1996,Summer,Atlanta,United States
"Percy Joseph Price, Jr.",M,24.0,191.0,95.0,United States,1960,Summer,Roma,Italy
Goetz Heinrich Klopfer,M,26.0,167.0,59.0,United States,1968,Summer,Mexico City,Mexico
Marino Specia,M,25.0,191.0,78.0,Italy,1968,Summer,Mexico City,Mexico
Addy Elizabeth Bucek,F,31.0,174.0,62.0,Australia,1992,Summer,Barcelona,Spain
Walter Esser,M,31.0,180.0,73.0,Germany,1976,Summer,Montreal,Canada
Yury Aleksandrovich Yurkov,M,25.0,176.0,83.0,Kazakhstan,2008,Summer,Beijing,China
Rania Amr El-Wani,F,14.0,178.0,75.0,"Egypt, Arab Rep.",1992,Summer,Barcelona,Spain
Helmut Weidlich,M,26.0,182.0,76.0,Germany,1964,Winter,Innsbruck,Austria
Anita Amma Ankyewah Asante,F,27.0,166.0,64.0,United Kingdom,2012,Summer,London,United Kingdom
Sherine Ahmed El-Zeiny,F,25.0,162.0,50.0,"Egypt, Arab Rep.",2016,Summer,Rio de Janeiro,Brazil
Robert Lehmann,M,26.0,181.0,80.0,Germany,2010,Winter,Vancouver,Canada
Teri York,F,16.0,170.0,58.0,Canada,1972,Summer,Munich,Germany
Nataliya Nikolayevna Ivanova,F,29.0,172.0,70.0,Russian Federation,2000,Summer,Sydney,Australia
Lee Eun-Ju,F,22.0,163.9450262,58.5104712,"Korea, Rep.",1992,Summer,Barcelona,Spain
Yukiko Goushi,F,17.0,174.0,56.0,Japan,1968,Summer,Mexico City,Mexico
Chien Yu-Chin,F,21.0,175.0,71.0,China,2004,Summer,Athina,Greece
Antnio Dias dos Santos,M,24.0,189.0,87.0,Angola,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Ildik Tth,F,29.0,175.0,72.0,Hungary,2016,Summer,Rio de Janeiro,Brazil
Roman Volodymyrovych Zozulia,M,25.0,164.0,59.0,Ukraine,2004,Summer,Athina,Greece
Irina Vladimirovna Palina,F,26.0,162.0,60.0,Russian Federation,1996,Summer,Atlanta,United States
"Norbert ""Norb"" Schemansky",M,40.0,181.0,105.5,United States,1964,Summer,Tokyo,Japan
"Jaclyn Elisabeth ""Jackie"" Kintzer-Briggs",F,28.0,168.0,61.0,United States,2016,Summer,Rio de Janeiro,Brazil
Yukiko Ueno,F,22.0,174.0,72.0,Japan,2004,Summer,Athina,Greece
Ivan Alekseyevich Stretovich,M,19.0,170.0,59.0,Russian Federation,2016,Summer,Rio de Janeiro,Brazil
"Michael Brian ""Mike"" Wood",M,37.0,182.0,77.0,South Africa,2008,Summer,Beijing,China
Peter Laeng,M,18.0,180.0,75.0,Switzerland,1960,Summer,Roma,Italy
Petko Khristov Pantaleev,M,25.0,186.0,84.0,Bulgaria,1964,Summer,Tokyo,Japan
Tatsuki Katayama,M,25.0,186.0,87.0,Japan,1998,Winter,Nagano,Japan
Simon Qamunga,M,28.0,169.0,71.0,Tanzania,1996,Summer,Atlanta,United States
"Ambrose ""Rowdy"" Gaines, IV",M,25.0,185.0,73.0,United States,1984,Summer,Los Angeles,United States
Leslie Walter Claudius,M,33.0,162.0,53.0,India,1960,Summer,Roma,Italy
Ahmed Moustafa Gad,M,24.0,177.6685237,73.0266582,"Egypt, Arab Rep.",1964,Summer,Tokyo,Japan
Angela Jane Dawson,F,20.0,158.0,54.0,United Kingdom,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Tamer Hamed Ali Zinhom Muhammad,M,22.0,190.0,80.0,"Egypt, Arab Rep.",1996,Summer,Atlanta,United States
Tomasz Wacaw Sikora,M,32.0,182.0,75.0,Poland,2006,Winter,Torino,Italy
Andrew Bruce Currey,M,29.0,185.0,95.0,Australia,2000,Summer,Sydney,Australia
Pablo Jos Campana Saenz,M,23.0,180.0,70.0,Ecuador,1996,Summer,Atlanta,United States
Juliana Rodrigues Veloso,F,19.0,160.0,62.0,Brazil,2000,Summer,Sydney,Australia
Ioan tefan Gherghel,M,22.0,185.0,72.0,Romania,2000,Summer,Sydney,Australia
Carol Ann Peterka,F,28.0,180.0,70.0,United States,1992,Summer,Barcelona,Spain
Meaghan Volker,F,25.0,179.0,74.0,Australia,2016,Summer,Rio de Janeiro,Brazil
Melissa Munro,F,16.0,154.0,43.0,Australia,2004,Summer,Athina,Greece
Jondon Trevena,M,29.0,175.0,78.0,United States,2002,Winter,Salt Lake City,United States
Lee Jeong-Jun,M,24.0,185.0,78.0,"Korea, Rep.",2008,Summer,Beijing,China
"Timothy Christopher ""Tim"" Carswell",M,24.0,175.0,75.0,New Zealand,1996,Summer,Atlanta,United States
Joo Gonalves Filho,M,33.0,175.0,81.0,Brazil,1968,Summer,Mexico City,Mexico
Erling Martin Jonny Nilsson,M,24.0,180.0,71.0,Sweden,1968,Winter,Grenoble,France
Lee Sang-Hun,M,26.0,169.0,54.0,"Korea, Rep.",1964,Summer,Tokyo,Japan
Saleh Ibrahim,M,28.0,188.1523126,85.32695375,"Egypt, Arab Rep.",1964,Summer,Tokyo,Japan
Tariku Bekele Beyecha,M,21.0,173.0,65.0,Ethiopia,2008,Summer,Beijing,China
Kseniya Grigoryeva,F,22.0,180.0,60.0,Uzbekistan,2010,Winter,Vancouver,Canada
Judit Fle,F,18.0,164.0,58.0,Hungary,1960,Summer,Roma,Italy
Anna Martina Granstrm,F,20.0,178.0,73.0,Sweden,2012,Summer,London,United Kingdom
Aiko Sugihara,F,16.0,146.0,35.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Sergey Borzov,M,23.0,185.0,85.0,Uzbekistan,2004,Summer,Athina,Greece
Colin Stephen Oates,M,33.0,181.0,66.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Dmitry Valeryevich Maksimov,M,26.0,185.0,100.0,Russian Federation,2004,Summer,Athina,Greece
Marcelo Vieira da Silva Jnior,M,20.0,173.0,72.0,Brazil,2008,Summer,Beijing,China
Bogdan Zalewski,M,23.0,186.0,84.0,Poland,2004,Summer,Athina,Greece
Udo Guse,M,24.0,175.0,101.0,Germany,1992,Summer,Barcelona,Spain
"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,United States,2014,Winter,Sochi,Russian Federation
Ann O'Connor (-Ball),F,20.0,168.0,60.0,Ireland,1972,Summer,Munich,Germany
Daniela Ceccarelli,F,26.0,168.0,60.0,Italy,2002,Winter,Salt Lake City,United States
Tatiana Ortz Galicia,F,24.0,155.0,52.0,Mexico,2008,Summer,Beijing,China
Yelizaveta Andriyanovna Grechishnikova,F,28.0,168.0,50.0,Russian Federation,2012,Summer,London,United Kingdom
"Maria Jose ""Mary Joe"" Fernandez (-Godsick)",F,20.0,176.0,63.0,United States,1992,Summer,Barcelona,Spain
Paris Alonso Inostroza Budinich,M,39.0,183.0,88.0,Chile,2012,Summer,London,United Kingdom
"Martino ""Matt"" Catalano",M,26.0,188.0,102.0,Canada,1984,Summer,Los Angeles,United States
Dmitry Stepanovich Shevchenko,M,28.0,194.0,96.0,Russian Federation,1996,Summer,Atlanta,United States
Natasha Hansen,F,26.0,167.0,66.0,New Zealand,2016,Summer,Rio de Janeiro,Brazil
Andi Wibowo,M,16.0,170.0,64.0,Indonesia,2004,Summer,Athina,Greece
Lee Gang-Seok,M,24.0,172.0,83.0,"Korea, Rep.",1984,Summer,Los Angeles,United States
Hanna Serhivna Pysmenska,F,21.0,157.0,49.0,Ukraine,2012,Summer,London,United Kingdom
Noah Abdalaziz Al-Khulaifi,M,17.0,190.0,86.0,Qatar,2016,Summer,Rio de Janeiro,Brazil
Mineo Yoshikawa,M,24.0,178.0,70.0,Japan,1972,Summer,Munich,Germany
Dmitry Savitsky,M,24.0,167.0,63.0,Belarus,2008,Summer,Beijing,China
Segun Moses Toriola,M,41.0,182.0,70.0,Nigeria,2016,Summer,Rio de Janeiro,Brazil
Diane Ratnik (-Cooper),F,34.0,183.0,68.0,Canada,1996,Summer,Atlanta,United States
Roberto Sponza,M,24.0,173.0,70.0,Italy,1976,Summer,Montreal,Canada
Maik Ferreira dos Santos,M,27.0,180.0,88.0,Brazil,2008,Summer,Beijing,China
Doreen Ann McCannell (-Botterill),F,20.0,167.0,58.0,Canada,1968,Winter,Grenoble,France
Michal Rubek,M,21.0,193.0,93.0,Czech Republic,2008,Summer,Beijing,China
Antonella Bevilacqua,F,20.0,175.0,56.0,Italy,1992,Summer,Barcelona,Spain
Miguel Tachin Alonso Cordero,M,24.0,153.0,52.0,Cuba,1976,Summer,Montreal,Canada
Carl Edward Sundquist,M,30.0,183.0,79.0,United States,1992,Summer,Barcelona,Spain
Lorena Briceo,F,30.0,168.0,78.0,Argentina,2008,Summer,Beijing,China
Peter Weber,M,29.0,161.0,60.0,Germany,1968,Summer,Mexico City,Mexico
Mohamed El-Ashram,M,29.0,180.0,82.0,"Egypt, Arab Rep.",1984,Summer,Los Angeles,United States
Barbara Bujka,F,25.0,172.0,82.0,Hungary,2012,Summer,London,United Kingdom
Lalonde Keida Gordon,M,23.0,179.0,83.0,Trinidad and Tobago,2012,Summer,London,United Kingdom
"Jan Johannes ""Jur"" Vrieling",M,42.0,186.0,81.0,Netherlands,2012,Summer,London,United Kingdom
"Burke William ""Buck"" Deadrich",M,27.0,193.0,100.0,United States,1972,Summer,Munich,Germany
Srgio Schuler,M,19.0,176.9172483,76.58041958,Brazil,1992,Winter,Albertville,France
Alejandra Jhonay de Jess Bentez Romero,F,24.0,169.0,62.0,"Venezuela, RB",2004,Summer,Athina,Greece
Mark Stevens,M,25.0,198.0,108.0,United Kingdom,2000,Summer,Sydney,Australia
Sebastian Krzysztof widerski,M,27.0,193.0,88.0,Poland,2004,Summer,Athina,Greece
Li Gwang,M,25.0,169.4828767,66.52657807,"Korea, Dem. People’s Rep.",1992,Summer,Barcelona,Spain
Harold John Catleugh Brown,M,32.0,175.0,85.0,United Kingdom,1968,Winter,Grenoble,France
Pawe Jzef Korzeniowski,M,23.0,192.0,82.0,Poland,2008,Summer,Beijing,China
Zhang Chenglong,M,23.0,173.0,65.0,China,2012,Summer,London,United Kingdom
Kelsey Kolojejchick,F,24.0,161.0,61.0,United States,2016,Summer,Rio de Janeiro,Brazil
Victor Rogut,M,21.0,172.0,62.0,Moldova,2000,Summer,Sydney,Australia
Hans Schnenberger,M,33.0,173.0,73.0,Switzerland,1960,Summer,Roma,Italy
"Eleonora Maria ""Ellen"" van Dijk",F,29.0,182.0,71.0,Netherlands,2016,Summer,Rio de Janeiro,Brazil
Anwer Sultan,M,38.0,178.0,77.0,India,2000,Summer,Sydney,Australia
Vicky Grau Muxella,F,22.0,164.0,65.0,Andorra,1998,Winter,Nagano,Japan
Chow Kwong Man,M,20.0,167.0,58.0,"Hong Kong SAR, China",1964,Summer,Tokyo,Japan
Pieter Gysel,M,29.0,180.0,73.0,Belgium,2010,Winter,Vancouver,Canada
Yu Hua,F,27.0,175.0,59.0,China,2008,Summer,Beijing,China
Jang Tae-Eun,M,20.0,163.0,58.0,"Korea, Rep.",1984,Summer,Los Angeles,United States
Jakub Holua,M,24.0,183.0,72.0,Czech Republic,2012,Summer,London,United Kingdom
Unni Elisabeth Holmen (-Berge-),F,19.0,165.0,56.0,Norway,1972,Summer,Munich,Germany
Robert Gabriel Marx,M,31.0,188.0,82.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Lauren Michele Meece,F,17.0,157.0,48.0,United States,2000,Summer,Sydney,Australia
Yury Mikhaylovich Borzakovsky,M,31.0,183.0,70.0,Russian Federation,2012,Summer,London,United Kingdom
Rinnat Ibragimovich Safin,M,31.0,170.0,68.0,Russian Federation,1972,Winter,Sapporo,Japan
Konstantin Viktorovich Sivtsov,M,33.0,184.0,70.0,Belarus,2016,Summer,Rio de Janeiro,Brazil
Vadim Zadoinov,M,27.0,187.0,72.0,Moldova,1996,Summer,Atlanta,United States
Petr Garabk,M,28.0,179.0,70.0,Czech Republic,1998,Winter,Nagano,Japan
Jen Kamuti,M,34.0,172.0,68.0,Hungary,1972,Summer,Munich,Germany
"Ronald James ""Ron"" Brown",M,23.0,180.0,84.0,United States,1984,Summer,Los Angeles,United States
Kira Vladimirovna Mozgalova,F,29.0,165.0,70.0,Russian Federation,2012,Summer,London,United Kingdom
Li Yanfeng,F,25.0,179.0,85.0,China,2004,Summer,Athina,Greece
Alan Philip Smith,M,36.0,170.0,85.0,New Zealand,2000,Summer,Sydney,Australia
Edvin Sigizmundovich Ozolin,M,25.0,184.0,74.0,Russian Federation,1964,Summer,Tokyo,Japan
Martin Weis,M,25.0,192.0,72.0,Germany,1996,Summer,Atlanta,United States
Hans Michalsky,M,27.0,174.0,87.0,Germany,1976,Summer,Montreal,Canada
Mellie Francon,F,24.0,168.0,57.0,Switzerland,2006,Winter,Torino,Italy
David Saad,M,22.0,175.0,62.0,Lebanon,1976,Summer,Montreal,Canada
Yelena Valeryevna Tikhonova,F,20.0,170.0,60.0,Russian Federation,1998,Winter,Nagano,Japan
Ranomi Kromowidjojo,F,25.0,180.0,72.0,Netherlands,2016,Summer,Rio de Janeiro,Brazil
"Toomas ""Tom"" Arusoo",M,20.0,175.0,73.0,Canada,1968,Summer,Mexico City,Mexico
Bert Mikael Brandn,M,16.0,190.0,75.0,Sweden,1976,Summer,Montreal,Canada
"Christopher ""Chris"" Spring",M,25.0,181.0,101.0,Australia,2010,Winter,Vancouver,Canada
Karolna Grohov,F,23.0,170.0,66.0,Czech Republic,2014,Winter,Sochi,Russian Federation
Pak Yong-Ryong,M,19.0,166.0,60.0,"Korea, Dem. People’s Rep.",2000,Summer,Sydney,Australia
Mostafa Sharifat,M,28.0,204.0,85.0,"Iran, Islamic Rep.",2016,Summer,Rio de Janeiro,Brazil
Gianfranco Giardi,M,34.0,165.0,68.0,San Marino,1984,Summer,Los Angeles,United States
"Wilhelmus Paul Karel ""Willy"" Wilhelm",M,25.0,198.0,114.0,Netherlands,1984,Summer,Los Angeles,United States
Gaper Berlot,M,23.0,184.0,70.0,Slovenia,2014,Winter,Sochi,Russian Federation
Dmitry Kroyter,M,23.0,189.0,73.0,Israel,2016,Summer,Rio de Janeiro,Brazil
"Patrick ""Pat"" Bouchard",M,28.0,177.0,78.0,Canada,2002,Winter,Salt Lake City,United States
Mohamed Roslin Hashim,M,28.0,175.0,65.0,Malaysia,2004,Summer,Athina,Greece
Fabin Gonzlez Vidal,M,20.0,175.0,65.0,Spain,2012,Summer,London,United Kingdom
Iris Zscherpe,F,17.0,174.0,55.0,Germany,1984,Summer,Los Angeles,United States
Ragnar Fjoran,M,27.0,180.0,75.0,Norway,1972,Summer,Munich,Germany
Mohamed Daud Mohamed,M,20.0,174.9379845,61.59782609,Somalia,2016,Summer,Rio de Janeiro,Brazil
"Gary Wayne Hall, Jr.",M,21.0,198.0,99.0,United States,1996,Summer,Atlanta,United States
Bernd Uhlig,M,26.0,186.0,78.0,Germany,1968,Summer,Mexico City,Mexico
Amy Louise Smith,F,25.0,172.0,59.0,United Kingdom,2012,Summer,London,United Kingdom
Giovanni Carminucci,M,28.0,169.0,68.0,Italy,1968,Summer,Mexico City,Mexico
Oleg Veretelnikov,M,28.0,187.0,83.0,Uzbekistan,2000,Summer,Sydney,Australia
Yassine Mezlini,M,21.0,192.0,76.0,Tunisia,1984,Summer,Los Angeles,United States
Michael Uhrmann,M,23.0,181.0,64.0,Germany,2002,Winter,Salt Lake City,United States
Joo Luiz Ribeiro,M,21.0,173.0,65.0,Brazil,1980,Summer,Moskva,Russian Federation
Lavinia Agache (-Carney),F,16.0,148.0,40.0,Romania,1984,Summer,Los Angeles,United States
Michael Walter Mathieu,M,28.0,178.0,76.0,"Bahamas, The",2012,Summer,London,United Kingdom
Bengt Hugo Lindqvist,M,25.0,181.4503115,84.46998514,Sweden,1960,Winter,Squaw Valley,United States
Sho Uchida,M,20.0,182.0,83.0,Japan,2008,Summer,Beijing,China
Emad El-Din El-Sayed Mahmoud Ali,M,22.0,202.0,89.0,"Egypt, Arab Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Abderrahim Tazi,M,24.72115385,172.0,70.5,Morocco,1964,Summer,Tokyo,Japan
Karlheinz Klotz,M,22.0,187.0,75.0,Germany,1972,Summer,Munich,Germany
Konstantns Kostins,M,18.0,170.0,60.0,Latvia,1992,Winter,Albertville,France
"David ""Dave"" Murray",M,22.0,177.4617706,76.87663646,Canada,1976,Winter,Innsbruck,Austria
"Susan ""Susie"" O'Neill",F,22.0,171.0,63.0,Australia,1996,Summer,Atlanta,United States
Ian Hugh James,M,29.0,178.0,73.0,Canada,1992,Summer,Barcelona,Spain
"John ""Jack"" Doyle",M,29.0,187.0,89.0,Ireland,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
